student_id,academic_year,semester,avg_score,failed_subjects,improvement_flag,performance_band
S102767,2019-20,1,59.0,2,False,Medium
S102768,2020-21,1,91.72,0,True,High
S102769,2019-20,2,60.55,0,True,Medium
S102770,2020-21,2,63.07,2,True,Medium
S102771,2019-20,2,63.27,2,True,Medium
S102772,2019-20,2,44.82,0,False,Low
S102773,2022-23,1,73.58,0,True,High
S102774,2021-22,1,55.21,0,False,Medium
S102775,2021-22,1,64.55,0,True,Medium
S102776,2021-22,1,71.67,0,True,High
S102777,2022-23,1,94.14,0,True,High
S102778,2021-22,1,45.23,0,False,Low
S102779,2022-23,2,77.97,0,True,High
S102780,2020-21,1,78.03,0,True,High
S102781,2022-23,1,55.43,2,False,Medium
S102782,2019-20,2,73.99,0,True,High
S102783,2019-20,2,89.65,1,True,High
S102784,2020-21,2,53.53,2,False,Medium
S102785,2020-21,2,68.62,0,True,Medium
S102786,2019-20,2,71.07,0,True,High
S102787,2021-22,1,73.01,0,True,High
S102788,2021-22,2,76.54,0,True,High
S102789,2021-22,2,67.49,0,True,Medium
S102790,2020-21,2,72.7,0,True,High
S102791,2019-20,1,51.33,2,False,Medium
S102792,2022-23,2,67.46,0,True,Medium
S102793,2020-21,2,57.85,1,False,Medium
S102794,2019-20,1,46.55,0,False,Low
S102795,2021-22,2,57.36,0,False,Medium
S102796,2021-22,1,69.04,0,True,Medium
S102797,2021-22,1,71.54,0,True,High
S102798,2019-20,2,45.97,2,False,Low
S102799,2021-22,1,50.93,0,False,Medium
S102800,2019-20,2,75.87,0,True,High
S102801,2020-21,2,72.62,0,True,High
S102802,2022-23,2,78.31,0,True,High
S102803,2021-22,1,85.52,1,True,High
S102804,2020-21,1,73.07,1,True,High
S102805,2020-21,1,58.78,2,False,Medium
S102806,2019-20,1,66.72,0,True,Medium
S102807,2020-21,1,89.9,0,True,High
S102808,2019-20,2,95.0,0,True,High
S102809,2019-20,2,71.95,1,True,High
S102810,2020-21,2,73.03,0,True,High
S102811,2019-20,1,75.89,3,True,High
S102812,2019-20,1,65.36,3,True,Medium
S102813,2019-20,1,82.46,2,True,High
S102814,2020-21,2,80.12,0,True,High
S102815,2022-23,2,70.32,0,True,High
S102816,2019-20,1,60.23,2,True,Medium
S102817,2021-22,2,42.19,1,False,Low
S102818,2020-21,1,75.99,1,True,High
S102819,2020-21,2,68.19,0,True,Medium
S102820,2019-20,1,53.93,2,False,Medium
S102821,2020-21,1,48.05,0,False,Low
S102822,2021-22,2,74.92,0,True,High
S102823,2022-23,2,40.98,2,False,Low
S102824,2020-21,1,69.49,0,True,Medium
S102825,2020-21,2,77.65,1,True,High
S102826,2020-21,2,73.25,0,True,High
S102827,2019-20,2,59.14,0,False,Medium
S102828,2021-22,1,46.26,0,False,Low
S102829,2022-23,2,73.81,0,True,High
S102830,2021-22,2,83.01,0,True,High
S102831,2021-22,2,56.41,0,False,Medium
S102832,2020-21,2,72.6,2,True,High
S102833,2022-23,1,88.72,0,True,High
S102834,2021-22,1,70.08,2,True,High
S102835,2022-23,1,59.05,0,False,Medium
S102836,2019-20,2,80.61,1,True,High
S102837,2020-21,1,53.94,0,False,Medium
S102838,2019-20,2,45.53,0,False,Low
S102839,2022-23,1,77.18,1,True,High
S102840,2020-21,1,58.91,0,False,Medium
S102841,2019-20,2,60.25,3,True,Medium
S102842,2020-21,2,55.6,0,False,Medium
S102843,2019-20,2,57.91,2,False,Medium
S102844,2021-22,1,86.05,0,True,High
S102845,2020-21,2,89.94,0,True,High
S102846,2022-23,2,91.92,0,True,High
S102847,2020-21,2,81.35,0,True,High
S102848,2022-23,1,71.99,0,True,High
S102849,2019-20,2,43.52,0,False,Low
S102850,2019-20,1,62.19,0,True,Medium
S102851,2022-23,1,95.0,1,True,High
S102852,2019-20,2,58.47,2,False,Medium
S102853,2020-21,2,87.71,0,True,High
S102854,2019-20,2,65.83,0,True,Medium
S102855,2022-23,2,30.0,0,False,Low
S102856,2022-23,1,74.61,2,True,High
S102857,2021-22,2,83.99,0,True,High
S102858,2022-23,2,64.27,1,True,Medium
S102859,2019-20,1,83.5,0,True,High
S102860,2022-23,1,39.98,0,False,Low
S102861,2019-20,2,44.22,0,False,Low
S102862,2019-20,2,68.07,0,True,Medium
S102863,2021-22,2,72.16,0,True,High
S102864,2019-20,2,85.35,1,True,High
S102865,2022-23,2,74.58,0,True,High
S102866,2022-23,1,47.1,0,False,Low
S102867,2022-23,1,68.2,1,True,Medium
S102868,2019-20,1,74.01,0,True,High
S102869,2022-23,2,36.89,0,False,Low
S102870,2020-21,2,64.35,1,True,Medium
S102871,2020-21,2,59.97,1,False,Medium
S102872,2022-23,2,55.18,0,False,Medium
S102873,2019-20,1,72.48,1,True,High
S102874,2022-23,1,47.75,0,False,Low
S102875,2020-21,2,71.25,0,True,High
S102876,2019-20,2,73.39,0,True,High
S102877,2022-23,2,81.26,0,True,High
S102878,2019-20,1,48.15,2,False,Low
S102879,2022-23,1,42.42,1,False,Low
S102880,2021-22,2,69.18,0,True,Medium
S102881,2019-20,2,60.71,0,True,Medium
S102882,2020-21,1,95.0,2,True,High
S102883,2020-21,2,71.88,2,True,High
S102884,2020-21,1,65.87,0,True,Medium
S102885,2020-21,2,62.41,0,True,Medium
S102886,2022-23,1,46.73,1,False,Low
S102887,2022-23,2,73.46,1,True,High
S102888,2019-20,1,63.81,0,True,Medium
S102889,2021-22,1,63.83,1,True,Medium
S102890,2021-22,2,66.42,0,True,Medium
S102891,2019-20,1,68.32,0,True,Medium
S102892,2020-21,2,38.91,0,False,Low
S102893,2021-22,1,77.56,0,True,High
S102894,2021-22,2,52.3,2,False,Medium
S102895,2019-20,2,62.93,0,True,Medium
S102896,2020-21,1,84.29,0,True,High
S102897,2022-23,2,91.69,2,True,High
S102898,2022-23,2,39.49,0,False,Low
S102899,2021-22,2,65.45,1,True,Medium
S102900,2022-23,2,69.09,1,True,Medium
S102901,2019-20,1,42.39,0,False,Low
S102902,2021-22,1,77.04,0,True,High
S102903,2021-22,2,66.74,2,True,Medium
S102904,2020-21,1,67.91,0,True,Medium
S102905,2022-23,2,51.24,0,False,Medium
S102906,2020-21,2,71.19,2,True,High
S102907,2021-22,2,77.57,0,True,High
S102908,2022-23,1,66.91,0,True,Medium
S102909,2020-21,2,57.29,1,False,Medium
S102910,2022-23,2,58.46,1,False,Medium
S102911,2021-22,1,68.31,0,True,Medium
S102912,2021-22,2,65.73,0,True,Medium
S102913,2021-22,1,78.57,0,True,High
S102914,2019-20,1,57.8,1,False,Medium
S102915,2020-21,1,46.72,2,False,Low
S102916,2020-21,2,70.39,0,True,High
S102917,2021-22,2,57.84,1,False,Medium
S102918,2020-21,2,76.76,0,True,High
S102919,2021-22,2,65.11,2,True,Medium
S102920,2020-21,2,74.82,0,True,High
S102921,2022-23,2,49.79,1,False,Low
S102922,2020-21,2,67.15,2,True,Medium
S102923,2021-22,2,54.51,2,False,Medium
S102924,2020-21,2,46.69,1,False,Low
S102925,2022-23,2,52.08,1,False,Medium
S102926,2022-23,2,56.83,2,False,Medium
S102927,2022-23,2,83.67,2,True,High
S102928,2021-22,1,56.44,1,False,Medium
S102929,2019-20,1,45.93,1,False,Low
S102930,2021-22,2,66.97,0,True,Medium
S102931,2022-23,2,65.44,0,True,Medium
S102932,2020-21,1,57.62,0,False,Medium
S102933,2022-23,1,62.58,0,True,Medium
S102934,2019-20,2,79.64,1,True,High
S102935,2019-20,2,75.06,0,True,High
S102936,2022-23,2,73.76,0,True,High
S102937,2021-22,2,47.24,0,False,Low
S102938,2019-20,2,95.0,0,True,High
S102939,2022-23,1,80.77,0,True,High
S102940,2021-22,2,72.76,2,True,High
S102941,2020-21,1,47.54,1,False,Low
S102942,2021-22,1,79.22,0,True,High
S102943,2019-20,2,57.48,0,False,Medium
S102944,2021-22,2,62.09,1,True,Medium
S102945,2021-22,1,39.79,1,False,Low
S102946,2020-21,2,46.38,0,False,Low
S102947,2022-23,1,71.58,0,True,High
S102948,2021-22,1,80.09,0,True,High
S102949,2020-21,2,75.27,0,True,High
S102950,2019-20,2,74.76,0,True,High
S102951,2022-23,2,64.03,1,True,Medium
S102952,2019-20,1,58.9,2,False,Medium
S102953,2022-23,1,69.33,0,True,Medium
S102954,2021-22,1,77.32,1,True,High
S102955,2021-22,2,65.07,3,True,Medium
S102956,2022-23,1,83.15,1,True,High
S102957,2019-20,2,61.77,1,True,Medium
S102958,2019-20,2,50.3,2,False,Medium
S102959,2019-20,1,64.84,0,True,Medium
S102960,2021-22,2,66.59,0,True,Medium
S102961,2022-23,1,63.77,3,True,Medium
S102962,2022-23,2,84.21,0,True,High
S102963,2019-20,2,77.08,1,True,High
S102964,2021-22,1,43.54,2,False,Low
S102965,2022-23,2,88.02,0,True,High
S102966,2022-23,1,30.0,0,False,Low
S102967,2019-20,2,95.0,0,True,High
S102968,2019-20,1,60.69,0,True,Medium
S102969,2022-23,1,62.16,0,True,Medium
S102970,2021-22,2,64.1,0,True,Medium
S102971,2020-21,2,70.78,0,True,High
S102972,2022-23,1,65.0,0,True,Medium
S102973,2022-23,1,63.0,0,True,Medium
S102974,2021-22,1,84.63,1,True,High
S102975,2022-23,1,73.48,2,True,High
S102976,2020-21,2,50.62,0,False,Medium
S102977,2021-22,2,76.11,0,True,High
S102978,2020-21,2,72.86,3,True,High
S102979,2020-21,2,56.82,0,False,Medium
S102980,2022-23,2,76.88,0,True,High
S102981,2020-21,1,62.64,0,True,Medium
S102982,2022-23,1,61.67,0,True,Medium
S102983,2022-23,2,61.27,0,True,Medium
S102984,2021-22,2,30.0,0,False,Low
S102985,2021-22,1,57.1,0,False,Medium
S102986,2021-22,2,75.7,0,True,High
S102987,2022-23,2,64.66,0,True,Medium
S102988,2020-21,1,45.72,1,False,Low
S102989,2020-21,2,79.47,0,True,High
S102990,2021-22,2,60.52,0,True,Medium
S102991,2021-22,2,46.68,2,False,Low
S102992,2022-23,2,95.0,0,True,High
S102993,2019-20,1,49.2,0,False,Low
S102994,2019-20,2,78.19,0,True,High
S102995,2022-23,2,53.46,1,False,Medium
S102996,2019-20,1,67.04,1,True,Medium
S102997,2019-20,1,51.47,0,False,Medium
S102998,2019-20,1,46.41,0,False,Low
S102999,2021-22,2,72.83,0,True,High
S103000,2020-21,1,71.08,1,True,High
S103001,2020-21,1,82.17,2,True,High
S103002,2021-22,2,64.48,0,True,Medium
S103003,2021-22,1,95.0,0,True,High
S103004,2021-22,2,69.03,0,True,Medium
S103005,2019-20,2,73.5,0,True,High
S103006,2022-23,2,44.62,1,False,Low
S103007,2022-23,1,55.79,0,False,Medium
S103008,2019-20,2,72.8,0,True,High
S103009,2019-20,1,63.74,1,True,Medium
S103010,2021-22,1,67.82,0,True,Medium
S103011,2021-22,2,52.75,1,False,Medium
S103012,2020-21,2,66.83,0,True,Medium
S103013,2021-22,1,66.78,0,True,Medium
S103014,2019-20,2,47.29,2,False,Low
S103015,2020-21,1,74.64,1,True,High
S103016,2021-22,1,39.5,0,False,Low
S103017,2020-21,1,67.76,2,True,Medium
S103018,2020-21,1,91.48,1,True,High
S103019,2021-22,1,75.21,1,True,High
S103020,2022-23,1,75.11,1,True,High
S103021,2019-20,2,51.54,0,False,Medium
S103022,2019-20,1,91.54,0,True,High
S103023,2020-21,1,85.65,1,True,High
S103024,2022-23,2,52.35,0,False,Medium
S103025,2022-23,2,57.88,2,False,Medium
S103026,2021-22,1,83.82,0,True,High
S103027,2021-22,1,91.94,1,True,High
S103028,2019-20,1,46.03,0,False,Low
S103029,2021-22,2,49.94,0,False,Low
S103030,2021-22,1,62.84,1,True,Medium
S103031,2020-21,1,32.43,1,False,Low
S103032,2022-23,2,65.29,0,True,Medium
S103033,2022-23,2,82.79,0,True,High
S103034,2021-22,2,43.42,2,False,Low
S103035,2021-22,1,66.91,2,True,Medium
S103036,2021-22,2,56.27,0,False,Medium
S103037,2019-20,1,89.6,0,True,High
S103038,2019-20,2,56.45,0,False,Medium
S103039,2020-21,2,87.78,2,True,High
S103040,2019-20,1,56.04,0,False,Medium
S103041,2022-23,1,76.57,0,True,High
S103042,2019-20,2,68.78,0,True,Medium
S103043,2022-23,1,62.93,1,True,Medium
S103044,2019-20,1,53.14,2,False,Medium
S103045,2019-20,2,69.85,0,True,Medium
S103046,2020-21,1,58.39,0,False,Medium
S103047,2021-22,1,54.65,0,False,Medium
S103048,2021-22,2,87.09,0,True,High
S103049,2021-22,1,73.21,0,True,High
S103050,2020-21,1,74.65,2,True,High
S103051,2022-23,1,59.13,2,False,Medium
S103052,2019-20,2,62.21,3,True,Medium
S103053,2020-21,1,61.27,0,True,Medium
S103054,2022-23,1,70.06,0,True,High
S103055,2020-21,1,74.63,1,True,High
S103056,2020-21,1,64.55,0,True,Medium
S103057,2022-23,1,53.11,0,False,Medium
S103058,2021-22,2,76.41,0,True,High
S103059,2019-20,1,65.5,3,True,Medium
S103060,2021-22,2,43.39,1,False,Low
S103061,2020-21,1,32.97,0,False,Low
S103062,2022-23,2,69.47,0,True,Medium
S103063,2020-21,1,52.56,2,False,Medium
S103064,2021-22,2,71.47,2,True,High
S103065,2021-22,1,53.37,1,False,Medium
S103066,2021-22,1,67.0,0,True,Medium
S103067,2019-20,1,59.32,0,False,Medium
S103068,2021-22,1,91.28,1,True,High
S103069,2019-20,2,79.25,2,True,High
S103070,2019-20,1,85.21,0,True,High
S103071,2021-22,1,65.36,0,True,Medium
S103072,2022-23,1,77.34,0,True,High
S103073,2020-21,1,66.37,0,True,Medium
S103074,2020-21,2,87.04,0,True,High
S103075,2019-20,1,63.91,2,True,Medium
S103076,2019-20,1,44.04,0,False,Low
S103077,2019-20,1,35.02,0,False,Low
S103078,2020-21,1,90.02,0,True,High
S103079,2019-20,2,72.18,2,True,High
S103080,2022-23,1,73.16,1,True,High
S103081,2022-23,2,87.34,0,True,High
S103082,2019-20,1,40.22,0,False,Low
S103083,2020-21,2,59.62,0,False,Medium
S103084,2021-22,2,61.46,0,True,Medium
S103085,2020-21,1,76.13,0,True,High
S103086,2021-22,1,54.61,1,False,Medium
S103087,2021-22,1,46.98,0,False,Low
S103088,2019-20,1,46.84,3,False,Low
S103089,2022-23,2,82.24,0,True,High
S103090,2019-20,2,53.86,0,False,Medium
S103091,2021-22,2,56.72,0,False,Medium
S103092,2019-20,2,74.52,0,True,High
S103093,2021-22,1,54.52,0,False,Medium
S103094,2019-20,1,39.43,1,False,Low
S103095,2022-23,2,41.27,0,False,Low
S103096,2022-23,1,64.15,0,True,Medium
S103097,2020-21,2,72.46,2,True,High
S103098,2021-22,2,61.97,2,True,Medium
S103099,2021-22,2,71.46,1,True,High
S103100,2019-20,1,40.81,2,False,Low
S103101,2020-21,2,41.82,0,False,Low
S103102,2022-23,2,95.0,0,True,High
S103103,2019-20,2,83.49,0,True,High
S103104,2020-21,1,76.53,3,True,High
S103105,2022-23,1,55.1,0,False,Medium
S103106,2019-20,2,61.43,0,True,Medium
S103107,2022-23,1,64.97,0,True,Medium
S103108,2021-22,1,84.72,0,True,High
S103109,2020-21,1,71.04,0,True,High
S103110,2022-23,1,72.89,0,True,High
S103111,2020-21,2,62.49,0,True,Medium
S103112,2019-20,2,76.89,0,True,High
S103113,2020-21,2,69.53,0,True,Medium
S103114,2019-20,2,65.66,0,True,Medium
S103115,2020-21,1,53.85,1,False,Medium
S103116,2019-20,2,63.3,0,True,Medium
S103117,2019-20,1,48.81,1,False,Low
S103118,2019-20,2,64.4,0,True,Medium
S103119,2022-23,2,66.33,0,True,Medium
S103120,2021-22,1,30.0,2,False,Low
S103121,2020-21,2,61.54,0,True,Medium
S103122,2021-22,1,47.36,0,False,Low
S103123,2021-22,2,72.48,2,True,High
S103124,2021-22,2,74.56,0,True,High
S103125,2021-22,1,58.6,0,False,Medium
S103126,2020-21,2,73.24,2,True,High
S103127,2020-21,1,73.87,0,True,High
S103128,2021-22,1,61.55,1,True,Medium
S103129,2020-21,2,88.01,0,True,High
S103130,2020-21,2,54.12,0,False,Medium
S103131,2019-20,1,87.07,0,True,High
S103132,2020-21,2,61.62,0,True,Medium
S103133,2022-23,2,52.35,1,False,Medium
S103134,2021-22,1,59.73,2,False,Medium
S103135,2020-21,1,48.51,0,False,Low
S103136,2021-22,2,76.77,2,True,High
S103137,2020-21,1,40.96,0,False,Low
S103138,2021-22,2,85.84,0,True,High
S103139,2022-23,2,50.96,3,False,Medium
S103140,2020-21,2,77.55,0,True,High
S103141,2020-21,1,65.36,0,True,Medium
S103142,2022-23,1,69.06,0,True,Medium
S103143,2020-21,2,56.15,0,False,Medium
S103144,2021-22,1,70.29,0,True,High
S103145,2022-23,1,67.02,1,True,Medium
S103146,2019-20,1,43.13,2,False,Low
S103147,2021-22,1,50.56,0,False,Medium
S103148,2020-21,1,56.89,0,False,Medium
S103149,2021-22,2,53.68,0,False,Medium
S103150,2022-23,1,83.79,0,True,High
S103151,2020-21,1,65.11,2,True,Medium
S103152,2020-21,1,53.32,2,False,Medium
S103153,2022-23,2,57.64,1,False,Medium
S103154,2019-20,2,57.43,1,False,Medium
S103155,2020-21,1,60.68,2,True,Medium
S103156,2020-21,2,48.87,0,False,Low
S103157,2020-21,1,52.79,0,False,Medium
S103158,2019-20,2,76.5,0,True,High
S103159,2021-22,2,67.78,2,True,Medium
S103160,2019-20,1,62.71,0,True,Medium
S103161,2021-22,2,65.04,0,True,Medium
S103162,2020-21,1,64.32,0,True,Medium
S103163,2021-22,1,61.86,1,True,Medium
S103164,2021-22,2,72.76,2,True,High
S103165,2021-22,2,71.65,0,True,High
S103166,2021-22,2,41.42,1,False,Low
S103167,2020-21,1,63.03,0,True,Medium
S103168,2022-23,1,42.41,1,False,Low
S103169,2019-20,1,74.53,0,True,High
S103170,2021-22,2,76.51,0,True,High
S103171,2020-21,2,55.84,0,False,Medium
S103172,2020-21,2,63.25,0,True,Medium
S103173,2020-21,2,33.33,2,False,Low
S103174,2020-21,1,79.59,3,True,High
S103175,2021-22,2,75.65,0,True,High
S103176,2019-20,1,82.25,0,True,High
S103177,2020-21,1,87.3,1,True,High
S103178,2019-20,1,46.64,0,False,Low
S103179,2019-20,2,78.32,0,True,High
S103180,2019-20,2,87.19,0,True,High
S103181,2022-23,2,42.58,2,False,Low
S103182,2020-21,2,62.43,1,True,Medium
S103183,2020-21,2,59.55,2,False,Medium
S103184,2020-21,2,77.83,0,True,High
S103185,2019-20,2,30.0,1,False,Low
S103186,2020-21,2,92.24,0,True,High
S103187,2020-21,2,63.31,0,True,Medium
S103188,2019-20,2,78.74,2,True,High
S103189,2020-21,2,64.1,3,True,Medium
S103190,2021-22,2,72.38,2,True,High
S103191,2022-23,2,30.18,1,False,Low
S103192,2021-22,2,59.23,1,False,Medium
S103193,2021-22,1,77.72,1,True,High
S103194,2021-22,1,69.33,2,True,Medium
S103195,2019-20,1,40.45,0,False,Low
S103196,2020-21,2,65.92,0,True,Medium
S103197,2021-22,1,52.72,1,False,Medium
S103198,2021-22,2,51.42,2,False,Medium
S103199,2020-21,2,42.19,0,False,Low
S103200,2019-20,1,74.28,1,True,High
S103201,2021-22,2,81.7,0,True,High
S103202,2020-21,2,95.0,2,True,High
S103203,2020-21,2,42.89,1,False,Low
S103204,2022-23,2,76.51,0,True,High
S103205,2021-22,1,77.5,1,True,High
S103206,2021-22,2,56.29,2,False,Medium
S103207,2022-23,1,51.24,2,False,Medium
S103208,2020-21,1,48.71,2,False,Low
S103209,2020-21,2,57.09,0,False,Medium
S103210,2021-22,1,68.04,0,True,Medium
S103211,2021-22,2,85.4,2,True,High
S103212,2022-23,2,81.58,2,True,High
S103213,2021-22,1,40.77,0,False,Low
S103214,2021-22,1,53.17,0,False,Medium
S103215,2019-20,1,84.49,0,True,High
S103216,2022-23,2,54.03,0,False,Medium
S103217,2020-21,1,64.15,1,True,Medium
S103218,2021-22,1,39.42,0,False,Low
S103219,2020-21,1,82.3,0,True,High
S103220,2021-22,2,36.31,2,False,Low
S103221,2019-20,2,40.36,0,False,Low
S103222,2022-23,1,80.76,1,True,High
S103223,2022-23,1,93.8,0,True,High
S103224,2020-21,1,60.64,1,True,Medium
S103225,2019-20,2,64.3,0,True,Medium
S103226,2020-21,2,78.62,0,True,High
S103227,2019-20,2,69.34,0,True,Medium
S103228,2021-22,2,59.4,2,False,Medium
S103229,2021-22,2,57.72,0,False,Medium
S103230,2019-20,1,41.5,0,False,Low
S103231,2021-22,1,68.49,2,True,Medium
S103232,2022-23,2,63.62,0,True,Medium
S103233,2019-20,2,58.43,2,False,Medium
S103234,2019-20,1,49.97,0,False,Low
S103235,2020-21,1,51.49,0,False,Medium
S103236,2019-20,1,74.28,0,True,High
S103237,2020-21,1,78.22,0,True,High
S103238,2019-20,1,60.09,0,True,Medium
S103239,2022-23,1,58.51,0,False,Medium
S103240,2022-23,1,52.2,0,False,Medium
S103241,2022-23,1,79.05,2,True,High
S103242,2020-21,1,65.46,2,True,Medium
S103243,2020-21,1,70.52,1,True,High
S103244,2021-22,1,70.38,0,True,High
S103245,2020-21,2,60.38,1,True,Medium
S103246,2020-21,2,47.52,0,False,Low
S103247,2022-23,2,50.06,2,False,Medium
S103248,2019-20,1,81.92,0,True,High
S103249,2020-21,1,54.11,1,False,Medium
S103250,2021-22,2,58.84,1,False,Medium
S103251,2019-20,2,47.98,1,False,Low
S103252,2020-21,1,46.76,2,False,Low
S103253,2019-20,1,53.46,0,False,Medium
S103254,2019-20,1,90.33,1,True,High
S103255,2019-20,2,74.87,0,True,High
S103256,2019-20,1,57.1,0,False,Medium
S103257,2019-20,1,81.24,0,True,High
S103258,2020-21,1,62.72,2,True,Medium
S103259,2019-20,1,85.32,0,True,High
S103260,2019-20,2,95.0,0,True,High
S103261,2021-22,2,80.42,0,True,High
S103262,2021-22,1,66.42,1,True,Medium
S103263,2019-20,2,75.49,2,True,High
S103264,2020-21,2,65.23,0,True,Medium
S103265,2021-22,1,37.46,0,False,Low
S103266,2021-22,2,55.18,0,False,Medium
S103267,2019-20,1,50.73,0,False,Medium
S103268,2020-21,1,54.85,2,False,Medium
S103269,2022-23,2,91.91,0,True,High
S103270,2020-21,1,81.83,0,True,High
S103271,2021-22,1,71.61,1,True,High
S103272,2021-22,1,77.19,0,True,High
S103273,2021-22,1,36.62,1,False,Low
S103274,2021-22,2,75.92,2,True,High
S103275,2021-22,1,79.09,0,True,High
S103276,2019-20,2,31.4,0,False,Low
S103277,2019-20,2,76.48,0,True,High
S103278,2019-20,2,43.64,0,False,Low
S103279,2021-22,1,35.45,0,False,Low
S103280,2019-20,2,84.89,2,True,High
S103281,2021-22,2,49.89,1,False,Low
S103282,2020-21,2,54.26,0,False,Medium
S103283,2022-23,2,79.84,2,True,High
S103284,2020-21,2,60.42,0,True,Medium
S103285,2022-23,2,62.3,1,True,Medium
S103286,2019-20,2,61.97,0,True,Medium
S103287,2022-23,1,70.21,0,True,High
S103288,2020-21,1,61.6,1,True,Medium
S103289,2020-21,2,66.71,0,True,Medium
S103290,2022-23,2,57.45,0,False,Medium
S103291,2020-21,1,70.28,0,True,High
S103292,2019-20,2,69.71,0,True,Medium
S103293,2020-21,2,93.47,1,True,High
S103294,2022-23,1,59.28,2,False,Medium
S103295,2019-20,2,62.24,0,True,Medium
S103296,2022-23,2,68.58,0,True,Medium
S103297,2021-22,2,79.47,0,True,High
S103298,2021-22,2,48.63,1,False,Low
S103299,2019-20,1,66.55,0,True,Medium
S103300,2019-20,2,30.0,1,False,Low
S103301,2020-21,2,60.93,3,True,Medium
S103302,2022-23,1,81.09,0,True,High
S103303,2021-22,1,54.11,0,False,Medium
S103304,2020-21,2,67.65,1,True,Medium
S103305,2021-22,2,57.07,0,False,Medium
S103306,2020-21,2,52.11,0,False,Medium
S103307,2020-21,2,79.57,1,True,High
S103308,2021-22,2,49.32,1,False,Low
S103309,2020-21,2,69.39,0,True,Medium
S103310,2021-22,2,69.63,0,True,Medium
S103311,2019-20,1,52.22,0,False,Medium
S103312,2022-23,1,67.34,2,True,Medium
S103313,2020-21,2,50.98,2,False,Medium
S103314,2021-22,2,72.83,1,True,High
S103315,2021-22,2,45.28,1,False,Low
S103316,2022-23,2,59.91,0,False,Medium
S103317,2022-23,2,61.21,0,True,Medium
S103318,2022-23,2,81.69,0,True,High
S103319,2020-21,1,67.1,2,True,Medium
S103320,2021-22,1,79.33,0,True,High
S103321,2020-21,2,73.32,1,True,High
S103322,2020-21,2,73.22,2,True,High
S103323,2019-20,2,60.02,2,True,Medium
S103324,2022-23,1,80.31,1,True,High
S103325,2019-20,1,59.66,0,False,Medium
S103326,2019-20,1,39.05,0,False,Low
S103327,2020-21,2,61.78,0,True,Medium
S103328,2020-21,1,71.8,0,True,High
S103329,2021-22,2,40.9,0,False,Low
S103330,2019-20,2,51.72,0,False,Medium
S103331,2022-23,2,46.54,2,False,Low
S103332,2019-20,2,76.8,0,True,High
S103333,2021-22,1,90.09,1,True,High
S103334,2019-20,2,61.85,0,True,Medium
S103335,2019-20,2,72.97,3,True,High
S103336,2019-20,1,72.58,0,True,High
S103337,2021-22,2,88.31,0,True,High
S103338,2019-20,2,55.21,0,False,Medium
S103339,2020-21,2,61.7,2,True,Medium
S103340,2019-20,1,59.89,0,False,Medium
S103341,2020-21,2,66.13,2,True,Medium
S103342,2019-20,2,95.0,1,True,High
S103343,2020-21,1,65.46,0,True,Medium
S103344,2019-20,2,52.18,0,False,Medium
S103345,2022-23,2,47.68,1,False,Low
S103346,2020-21,2,83.79,0,True,High
S103347,2022-23,2,52.11,2,False,Medium
S103348,2020-21,1,74.95,0,True,High
S103349,2019-20,1,54.8,1,False,Medium
S103350,2021-22,2,46.0,1,False,Low
S103351,2019-20,1,74.08,1,True,High
S103352,2021-22,2,55.54,0,False,Medium
S103353,2022-23,2,71.38,2,True,High
S103354,2021-22,1,72.49,1,True,High
S103355,2021-22,2,73.19,0,True,High
S103356,2021-22,2,60.98,1,True,Medium
S103357,2021-22,2,75.29,0,True,High
S103358,2022-23,2,51.16,2,False,Medium
S103359,2021-22,1,30.0,2,False,Low
S103360,2019-20,1,75.6,0,True,High
S103361,2020-21,1,67.48,0,True,Medium
S103362,2020-21,1,55.85,3,False,Medium
S103363,2019-20,1,42.93,0,False,Low
S103364,2022-23,2,34.45,3,False,Low
S103365,2019-20,1,65.78,1,True,Medium
S103366,2019-20,1,89.73,0,True,High
S103367,2021-22,2,62.92,0,True,Medium
S103368,2021-22,2,59.58,0,False,Medium
S103369,2022-23,2,64.63,2,True,Medium
S103370,2022-23,2,95.0,0,True,High
S103371,2020-21,2,76.28,0,True,High
S103372,2022-23,1,51.0,2,False,Medium
S103373,2019-20,1,65.42,0,True,Medium
S103374,2020-21,1,69.99,0,True,Medium
S103375,2020-21,2,49.15,0,False,Low
S103376,2021-22,1,76.39,0,True,High
S103377,2021-22,2,52.73,0,False,Medium
S103378,2020-21,1,42.34,0,False,Low
S103379,2021-22,2,66.14,0,True,Medium
S103380,2021-22,1,63.77,0,True,Medium
S103381,2021-22,1,64.98,1,True,Medium
S103382,2020-21,2,53.53,1,False,Medium
S103383,2020-21,2,55.62,0,False,Medium
S103384,2020-21,2,81.93,0,True,High
S103385,2019-20,1,71.62,0,True,High
S103386,2020-21,2,50.65,0,False,Medium
S103387,2021-22,2,35.74,0,False,Low
S103388,2020-21,2,51.28,2,False,Medium
S103389,2019-20,1,67.36,0,True,Medium
S103390,2021-22,2,55.52,0,False,Medium
S103391,2022-23,1,54.36,1,False,Medium
S103392,2020-21,1,56.16,1,False,Medium
S103393,2020-21,1,63.91,3,True,Medium
S103394,2022-23,2,76.77,0,True,High
S103395,2021-22,1,64.99,0,True,Medium
S103396,2020-21,2,65.93,0,True,Medium
S103397,2019-20,2,61.63,0,True,Medium
S103398,2021-22,2,57.51,0,False,Medium
