student_id,family_income_band,parental_education,access_to_internet,working_part_time,scholarship_status
S102965,Middle,No Formal Education,True,False,False
S102966,Low,No Formal Education,True,False,False
S102967,Low,Graduate,True,True,False
S102968,Middle,High School,True,True,False
S102969,Low,Post Graduate,True,False,True
S102970,High,High School,True,False,True
S102971,Middle,Graduate,True,False,False
S102972,Middle,Graduate,False,False,False
S102973,Low,Post Graduate,True,False,True
S102974,Middle,Post Graduate,True,False,True
S102975,Low,Graduate,True,False,False
S102976,Middle,Graduate,False,False,True
S102977,Low,Post Graduate,True,True,False
S102978,Middle,Post Graduate,True,False,False
S102979,Middle,High School,False,False,True
S102980,Middle,Graduate,True,False,True
S102981,Low,Graduate,True,True,True
S102982,Low,High School,True,False,False
S102983,Low,No Formal Education,True,False,True
S102984,Middle,Post Graduate,False,False,False
S102985,Low,Post Graduate,False,False,False
S102986,Low,No Formal Education,False,False,False
S102987,Low,High School,True,False,False
S102988,Middle,High School,True,False,True
S102989,Middle,High School,True,False,False
S102990,High,High School,False,False,False
S102991,Middle,Graduate,True,False,False
S102992,Low,Graduate,False,False,False
S102993,Middle,High School,True,False,True
S102994,Middle,Post Graduate,True,False,False
S102995,Middle,No Formal Education,True,True,True
S102996,High,No Formal Education,False,True,True
S102997,Middle,Post Graduate,True,False,False
S102998,Middle,High School,True,False,False
S102999,Middle,High School,False,True,True
S103000,Middle,No Formal Education,True,False,False
S103001,Middle,No Formal Education,True,False,True
S103002,Low,Graduate,True,False,False
S103003,High,No Formal Education,False,False,True
S103004,Low,No Formal Education,False,False,False
S103005,Low,No Formal Education,True,True,False
S103006,High,No Formal Education,True,False,False
S103007,High,Graduate,True,False,False
S103008,Low,Graduate,True,True,True
S103009,Low,Graduate,True,False,False
S103010,Middle,Post Graduate,True,False,False
S103011,Low,No Formal Education,False,True,False
S103012,Low,Graduate,False,False,False
S103013,High,Post Graduate,False,False,False
S103014,Middle,Post Graduate,True,False,True
S103015,Middle,High School,False,False,False
S103016,Middle,Graduate,True,False,False
S103017,Middle,No Formal Education,True,True,False
S103018,High,No Formal Education,True,False,True
S103019,Middle,High School,False,False,False
S103020,Middle,Post Graduate,True,False,False
S103021,Middle,Graduate,False,False,False
S103022,High,High School,True,False,True
S103023,Middle,No Formal Education,True,True,False
S103024,High,Post Graduate,True,False,False
S103025,Low,Post Graduate,True,True,False
S103026,Low,Graduate,False,False,True
S103027,Low,Graduate,True,False,True
S103028,Low,Graduate,True,False,False
S103029,Low,High School,True,False,False
S103030,Low,No Formal Education,True,False,False
S103031,High,Graduate,True,False,False
S103032,Low,High School,True,True,False
S103033,Middle,High School,False,False,True
S103034,High,Graduate,False,False,True
S103035,Low,High School,True,False,True
S103036,Low,No Formal Education,True,True,True
S103037,Low,Graduate,True,False,False
S103038,Low,High School,False,False,True
S103039,High,High School,True,False,False
S103040,High,Graduate,True,False,True
S103041,High,High School,True,False,False
S103042,High,No Formal Education,False,True,True
S103043,Low,High School,True,True,True
S103044,Middle,Post Graduate,False,False,True
S103045,Middle,No Formal Education,True,False,False
S103046,High,Graduate,False,False,False
S103047,Low,Graduate,False,False,True
S103048,Middle,High School,False,False,False
S103049,Low,Post Graduate,True,False,False
S103050,Low,No Formal Education,True,False,False
S103051,Middle,High School,False,False,True
S103052,Low,No Formal Education,False,True,True
S103053,Middle,Graduate,True,False,False
S103054,Middle,Graduate,True,True,False
S103055,Low,Post Graduate,True,False,False
S103056,Low,Graduate,True,False,True
S103057,High,Post Graduate,True,False,True
S103058,Middle,Graduate,True,False,False
S103059,Middle,No Formal Education,True,False,False
S103060,High,No Formal Education,True,False,False
S103061,Low,High School,False,False,True
S103062,Low,High School,True,True,True
S103063,Low,High School,True,False,False
S103064,Middle,High School,False,False,False
S103065,Middle,High School,True,False,False
S103066,Low,High School,True,True,True
S103067,Low,Post Graduate,True,True,True
S103068,High,Post Graduate,True,False,False
S103069,Middle,Graduate,False,False,False
S103070,High,Post Graduate,True,False,False
S103071,Low,No Formal Education,True,False,True
S103072,Middle,Post Graduate,True,False,False
S103073,High,High School,True,False,False
S103074,High,Post Graduate,True,False,False
S103075,Low,No Formal Education,True,False,False
S103076,Low,Graduate,False,True,True
S103077,Low,Post Graduate,True,False,False
S103078,Middle,No Formal Education,True,False,False
S103079,Middle,Post Graduate,True,True,True
S103080,Middle,Graduate,True,False,False
S103081,Low,Post Graduate,True,True,True
S103082,Low,No Formal Education,False,False,False
S103083,Low,Graduate,True,False,False
S103084,High,Graduate,True,False,True
S103085,Middle,Graduate,True,True,False
S103086,Middle,Graduate,False,False,False
S103087,Middle,High School,False,False,False
S103088,Low,High School,False,False,False
S103089,Middle,Post Graduate,True,True,False
S103090,Low,Post Graduate,True,False,False
S103091,Middle,Graduate,False,False,True
S103092,Middle,No Formal Education,True,False,False
S103093,Low,No Formal Education,False,False,False
S103094,Low,High School,False,False,False
S103095,Low,No Formal Education,True,False,True
S103096,Low,Graduate,True,False,False
S103097,High,Post Graduate,True,False,True
S103098,Middle,Post Graduate,True,False,False
S103099,Middle,Graduate,False,False,False
S103100,Middle,No Formal Education,True,False,False
S103101,Middle,High School,True,True,False
S103102,Low,High School,False,False,False
S103103,Low,Post Graduate,True,False,False
S103104,Middle,No Formal Education,True,False,False
S103105,Middle,High School,True,False,False
S103106,High,No Formal Education,False,False,False
S103107,Low,No Formal Education,True,False,False
S103108,Low,High School,True,False,False
S103109,High,Post Graduate,False,False,False
S103110,Middle,No Formal Education,True,False,False
S103111,High,High School,False,False,True
S103112,Middle,Graduate,True,False,False
S103113,Middle,Graduate,True,False,False
S103114,Low,Post Graduate,False,False,False
S103115,Low,High School,True,True,False
S103116,Low,No Formal Education,True,True,True
S103117,Low,Graduate,False,False,False
S103118,Middle,No Formal Education,True,False,False
S103119,High,Graduate,True,False,False
S103120,Low,High School,True,False,False
S103121,Low,No Formal Education,False,False,True
S103122,High,Post Graduate,True,True,True
S103123,Low,High School,False,False,True
S103124,Middle,No Formal Education,True,False,False
S103125,High,Graduate,False,False,False
S103126,Low,High School,True,False,False
S103127,High,Post Graduate,True,False,False
S103128,Middle,Graduate,False,False,True
S103129,Low,No Formal Education,False,False,False
S103130,High,No Formal Education,True,True,False
S103131,Middle,High School,False,False,False
S103132,Middle,Post Graduate,True,True,False
S103133,Middle,Graduate,True,False,True
S103134,Low,High School,False,True,False
S103135,Low,Post Graduate,False,False,False
S103136,Low,Graduate,True,True,True
S103137,Low,Post Graduate,True,False,False
S103138,Low,Post Graduate,True,True,False
S103139,Low,Graduate,True,False,False
S103140,Low,No Formal Education,True,False,True
S103141,Low,No Formal Education,True,True,True
S103142,Middle,Post Graduate,True,False,False
S103143,Low,Post Graduate,True,False,False
S103144,Middle,High School,False,False,False
S103145,Middle,No Formal Education,True,False,False
S103146,High,No Formal Education,True,True,True
S103147,Middle,Post Graduate,True,False,False
S103148,High,High School,False,False,True
S103149,Middle,High School,True,True,True
S103150,Low,High School,True,False,False
S103151,Low,Graduate,False,False,True
S103152,Middle,Graduate,True,False,False
S103153,Middle,Graduate,True,False,False
S103154,Middle,High School,True,False,False
S103155,Middle,No Formal Education,False,False,True
S103156,Low,Graduate,True,False,False
S103157,High,Post Graduate,False,False,False
S103158,Middle,Post Graduate,True,False,True
S103159,Middle,Post Graduate,True,True,False
S103160,High,No Formal Education,True,False,False
S103161,Middle,Graduate,False,False,False
S103162,Middle,No Formal Education,True,False,False
S103163,High,Graduate,True,False,True
S103164,Middle,Post Graduate,True,True,False
S103165,Middle,Post Graduate,True,False,False
S103166,High,No Formal Education,True,False,False
S103167,Low,Graduate,False,False,False
S103168,Middle,Post Graduate,True,True,False
S103169,Low,Graduate,True,True,True
S103170,Middle,Graduate,True,False,False
S103171,Low,High School,True,True,False
S103172,Middle,Graduate,True,False,False
S103173,Low,No Formal Education,True,False,True
S103174,Low,Post Graduate,True,True,True
S103175,High,No Formal Education,True,False,False
S103176,Low,Graduate,True,False,False
S103177,Low,No Formal Education,False,True,True
S103178,Low,Post Graduate,True,False,True
S103179,Middle,Graduate,True,False,False
S103180,Middle,No Formal Education,False,False,True
S103181,High,Graduate,False,True,False
S103182,Low,Graduate,False,True,False
S103183,Middle,No Formal Education,True,True,False
S103184,Middle,Graduate,True,False,False
S103185,Middle,No Formal Education,True,True,False
S103186,Middle,Post Graduate,True,False,False
S103187,Middle,Graduate,True,False,False
S103188,Low,No Formal Education,True,False,True
S103189,Low,Post Graduate,True,False,True
S103190,Middle,High School,True,False,False
S103191,Middle,Graduate,True,False,False
S103192,Middle,Post Graduate,False,False,False
S103193,Middle,Graduate,True,True,False
S103194,Low,Graduate,True,False,False
S103195,Middle,High School,False,False,False
S103196,Low,Post Graduate,True,False,True
S103197,Middle,Graduate,False,False,False
S103198,Low,Post Graduate,True,False,False
S103199,Middle,High School,False,False,True
S103200,Middle,Post Graduate,True,False,False
S103201,Middle,High School,True,False,False
S103202,Low,Post Graduate,False,False,True
S103203,Low,High School,False,False,True
S103204,Low,Post Graduate,False,False,False
S103205,Low,No Formal Education,False,False,False
S103206,Low,No Formal Education,True,False,False
S103207,Middle,Graduate,False,False,True
S103208,High,High School,True,False,False
S103209,Low,Graduate,True,False,False
S103210,Low,No Formal Education,True,True,True
S103211,High,Graduate,True,False,False
S103212,Middle,Post Graduate,True,False,False
S103213,Middle,High School,True,False,False
S103214,High,High School,True,False,False
S103215,Middle,Post Graduate,True,False,True
S103216,Middle,High School,True,False,False
S103217,Middle,High School,True,False,False
S103218,Low,Graduate,True,False,False
S103219,Middle,High School,True,False,False
S103220,Low,No Formal Education,True,False,False
S103221,Middle,Post Graduate,True,False,False
S103222,Low,High School,True,False,True
S103223,Low,No Formal Education,True,False,False
S103224,Low,Post Graduate,True,False,False
S103225,Low,Graduate,False,False,False
S103226,Low,Graduate,True,False,False
S103227,Middle,Graduate,False,False,False
S103228,Middle,Graduate,True,False,True
S103229,High,No Formal Education,True,False,False
S103230,High,No Formal Education,True,False,False
S103231,Low,High School,True,False,False
S103232,Middle,High School,False,True,False
S103233,Middle,Graduate,True,True,False
S103234,Middle,Post Graduate,True,True,False
S103235,High,Post Graduate,True,True,False
S103236,Middle,Graduate,True,False,True
S103237,Middle,No Formal Education,False,True,False
S103238,Middle,No Formal Education,False,False,True
S103239,Low,Graduate,True,False,False
S103240,Middle,Graduate,False,False,False
S103241,Low,No Formal Education,True,False,False
S103242,Low,No Formal Education,True,False,False
S103243,Low,No Formal Education,False,False,False
S103244,Middle,Graduate,True,True,False
S103245,High,No Formal Education,False,True,True
S103246,Low,Post Graduate,True,True,False
S103247,Middle,No Formal Education,True,False,False
S103248,Low,High School,False,True,True
S103249,Low,No Formal Education,True,False,False
S103250,High,High School,True,False,False
S103251,Low,Post Graduate,True,False,False
S103252,Low,High School,True,False,True
S103253,Low,Graduate,True,False,False
S103254,Low,Graduate,True,True,False
S103255,Low,Graduate,True,False,False
S103256,Low,Post Graduate,False,True,True
S103257,Middle,Graduate,True,False,False
S103258,Low,No Formal Education,True,False,True
S103259,Middle,Post Graduate,True,True,False
S103260,High,Post Graduate,True,True,True
S103261,Low,No Formal Education,True,False,False
S103262,Middle,No Formal Education,True,False,True
S103263,Low,High School,True,False,False
S103264,Low,Graduate,True,False,True
S103265,High,No Formal Education,True,False,False
S103266,Middle,Post Graduate,False,True,False
S103267,Low,Post Graduate,True,False,True
S103268,Low,No Formal Education,True,False,False
S103269,Low,Graduate,True,False,False
S103270,High,High School,False,False,False
S103271,Middle,High School,True,False,True
S103272,Low,Graduate,False,False,False
S103273,Low,Graduate,False,False,True
S103274,Low,Post Graduate,False,False,True
S103275,High,No Formal Education,True,False,False
S103276,Middle,High School,True,False,False
S103277,Low,Graduate,False,False,True
S103278,Low,Post Graduate,True,False,True
S103279,Low,High School,True,False,False
S103280,Low,Post Graduate,True,True,False
S103281,Middle,Post Graduate,False,False,True
S103282,Low,High School,True,True,False
S103283,High,Post Graduate,False,True,False
S103284,Middle,No Formal Education,False,True,False
S103285,Low,Post Graduate,True,False,False
S103286,Middle,No Formal Education,True,False,False
S103287,Low,Graduate,True,True,False
S103288,Low,High School,True,False,False
S103289,High,Post Graduate,True,True,True
S103290,Middle,No Formal Education,True,False,False
S103291,Low,Post Graduate,False,False,True
S103292,Low,Post Graduate,True,True,True
S103293,Low,No Formal Education,True,False,False
S103294,Low,Post Graduate,True,False,True
S103295,Low,High School,False,False,False
S103296,Low,High School,True,False,False
S103297,Middle,High School,True,False,False
S103298,High,High School,True,False,True
S103299,Low,No Formal Education,True,True,False
S103300,Middle,Post Graduate,True,False,True
S103301,Low,No Formal Education,True,False,False
S103302,Low,Post Graduate,True,False,False
S103303,Middle,Graduate,False,False,False
S103304,High,Post Graduate,False,False,False
S103305,Low,Post Graduate,True,False,False
S103306,Middle,High School,True,False,False
S103307,High,Post Graduate,False,False,False
S103308,Middle,Graduate,True,True,False
S103309,Low,No Formal Education,False,False,False
S103310,Low,High School,True,False,False
S103311,High,Graduate,True,False,False
S103312,Low,Graduate,True,True,False
S103313,Middle,Graduate,True,True,False
S103314,Low,No Formal Education,False,True,False
S103315,Middle,No Formal Education,True,False,True
S103316,Low,Graduate,True,True,False
S103317,Middle,No Formal Education,True,False,False
S103318,Low,Post Graduate,True,False,False
S103319,Middle,Post Graduate,True,False,True
S103320,Low,No Formal Education,False,False,False
S103321,Low,Graduate,False,False,True
S103322,Middle,Graduate,False,False,True
S103323,High,High School,True,False,False
S103324,High,Graduate,True,True,False
S103325,Low,High School,True,False,True
S103326,Middle,High School,True,False,True
S103327,Middle,Graduate,False,False,False
S103328,Middle,No Formal Education,False,True,False
S103329,Middle,High School,True,False,True
S103330,High,High School,False,False,True
S103331,Low,High School,True,True,True
S103332,Middle,No Formal Education,True,False,False
S103333,Low,No Formal Education,True,False,False
S103334,High,High School,True,True,False
S103335,Middle,No Formal Education,False,False,False
S103336,Middle,High School,True,False,False
S103337,High,High School,False,False,False
S103338,Middle,Post Graduate,True,False,False
S103339,Middle,No Formal Education,False,True,False
S103340,High,Post Graduate,False,False,True
S103341,Low,Post Graduate,False,False,True
S103342,High,Graduate,True,False,True
S103343,Low,High School,True,False,False
S103344,Middle,High School,True,False,False
S103345,Low,High School,True,True,False
S103346,Low,High School,True,True,False
S103347,Middle,Post Graduate,True,True,False
S103348,Low,Post Graduate,True,False,False
S103349,High,Post Graduate,True,True,False
S103350,Low,Post Graduate,True,True,False
S103351,Low,High School,True,False,False
S103352,High,No Formal Education,False,True,False
S103353,Middle,No Formal Education,True,True,False
S103354,Middle,High School,True,False,False
S103355,Low,No Formal Education,True,True,True
S103356,Middle,Graduate,True,False,False
S103357,Low,Graduate,True,False,False
S103358,High,No Formal Education,True,True,False
S103359,Middle,No Formal Education,False,False,True
S103360,High,Post Graduate,False,False,True
S103361,Middle,High School,True,False,False
S103362,Middle,High School,False,False,True
S103363,Middle,Graduate,False,False,False
S103364,Middle,No Formal Education,True,False,False
S103365,Low,No Formal Education,False,False,False
S103366,Low,Graduate,False,False,False
S103367,Low,Graduate,False,False,False
S103368,Middle,Post Graduate,True,False,False
S103369,Middle,Post Graduate,True,False,False
S103370,Middle,No Formal Education,True,False,False
S103371,High,Graduate,False,False,False
S103372,Middle,No Formal Education,True,False,False
S103373,Low,Graduate,False,False,False
S103374,Low,Graduate,True,False,False
S103375,Low,Graduate,True,False,False
S103376,Low,High School,False,True,False
S103377,Low,High School,False,True,True
S103378,Middle,High School,True,False,True
S103379,Low,Post Graduate,False,False,False
S103380,Low,Post Graduate,False,False,False
S103381,High,Graduate,False,False,False
S103382,High,High School,True,False,False
S103383,Middle,Graduate,False,True,True
S103384,Low,High School,False,True,False
S103385,High,Post Graduate,False,False,False
S103386,Middle,Post Graduate,True,False,True
S103387,Low,No Formal Education,True,False,False
S103388,Middle,Graduate,False,True,False
S103389,Low,Post Graduate,True,True,False
S103390,High,High School,False,True,True
S103391,High,Post Graduate,False,False,False
S103392,Low,High School,False,True,False
S103393,Middle,Graduate,True,True,True
S103394,Low,Graduate,True,False,False
S103395,High,Graduate,True,False,False
S103396,Low,Post Graduate,True,False,True
S103397,Low,Post Graduate,True,False,False
S103398,Low,Graduate,True,False,False
S103399,Low,Post Graduate,True,False,False
S103400,High,Graduate,False,False,False
S103401,High,Graduate,True,True,False
S103402,Low,Graduate,True,False,True
S103403,Low,No Formal Education,True,True,True
S103404,Middle,High School,True,False,False
S103405,Middle,No Formal Education,True,False,True
S103406,Low,Graduate,True,False,False
S103407,Middle,Post Graduate,True,False,False
S103408,Low,Post Graduate,True,False,False
S103409,Low,No Formal Education,False,False,True
S103410,Middle,Graduate,True,False,False
S103411,Middle,High School,False,False,False
S103412,Middle,High School,False,False,False
S103413,Middle,Post Graduate,False,False,True
S103414,Middle,High School,True,False,False
S103415,Low,No Formal Education,True,False,False
S103416,Middle,Post Graduate,False,False,True
S103417,High,High School,True,False,False
S103418,Middle,Graduate,True,False,False
S103419,Middle,High School,True,False,False
S103420,Low,No Formal Education,True,False,False
S103421,Low,High School,True,False,True
S103422,Low,High School,False,False,False
S103423,Middle,No Formal Education,True,True,True
S103424,Low,No Formal Education,True,False,True
S103425,High,No Formal Education,True,False,False
S103426,Middle,Graduate,True,False,True
S103427,Middle,High School,True,True,False
S103428,Middle,Graduate,True,False,False
S103429,Middle,Graduate,True,False,False
S103430,Middle,No Formal Education,True,True,False
S103431,Middle,Post Graduate,True,False,False
S103432,Low,Graduate,True,False,False
S103433,Low,High School,True,False,False
S103434,High,No Formal Education,False,False,True
S103435,Middle,Graduate,True,False,False
S103436,Middle,High School,True,False,False
S103437,Middle,High School,False,False,True
S103438,Middle,High School,True,False,False
S103439,Middle,Graduate,True,False,True
S103440,High,No Formal Education,False,False,False
S103441,Middle,No Formal Education,True,True,False
S103442,High,Post Graduate,False,False,False
S103443,Middle,High School,True,False,False
S103444,High,No Formal Education,False,False,True
S103445,Middle,Post Graduate,True,False,True
S103446,Middle,Post Graduate,False,False,True
S103447,Low,No Formal Education,False,False,False
S103448,Middle,No Formal Education,True,False,True
S103449,Low,No Formal Education,True,True,False
S103450,Middle,Graduate,True,False,True
S103451,Middle,No Formal Education,True,False,False
S103452,Low,No Formal Education,True,False,False
S103453,Middle,Graduate,True,True,False
S103454,Middle,No Formal Education,False,False,False
S103455,Middle,No Formal Education,False,False,False
S103456,Middle,No Formal Education,True,False,False
S103457,Middle,High School,False,False,False
S103458,Middle,Graduate,True,False,False
S103459,Middle,No Formal Education,True,False,False
S103460,High,Graduate,True,False,False
S103461,Low,Post Graduate,False,False,False
S103462,Middle,Post Graduate,True,False,True
S103463,Low,Graduate,True,False,True
S103464,High,No Formal Education,True,False,False
S103465,Middle,Graduate,True,False,False
S103466,Middle,High School,True,False,False
S103467,Low,Post Graduate,False,False,False
S103468,High,Graduate,True,False,False
S103469,High,No Formal Education,True,True,True
S103470,Low,No Formal Education,False,False,False
S103471,Middle,Post Graduate,True,False,False
S103472,High,High School,False,False,False
S103473,Middle,Post Graduate,False,False,False
S103474,Middle,No Formal Education,False,True,False
S103475,Middle,High School,False,False,True
S103476,Middle,Graduate,False,False,False
S103477,Middle,Post Graduate,True,True,True
S103478,Middle,Graduate,False,False,False
S103479,Middle,Graduate,True,False,True
S103480,High,No Formal Education,False,True,False
S103481,High,No Formal Education,True,False,False
S103482,Middle,High School,True,True,False
S103483,Middle,Graduate,False,True,False
S103484,Middle,High School,True,False,False
S103485,Low,High School,True,False,False
S103486,Middle,Post Graduate,True,False,False
S103487,Middle,Post Graduate,True,True,False
S103488,Low,No Formal Education,True,True,False
S103489,Middle,Graduate,True,False,False
S103490,High,High School,True,False,True
S103491,High,Graduate,False,True,True
S103492,Low,No Formal Education,False,False,False
S103493,Middle,Graduate,True,False,False
S103494,Middle,High School,False,False,True
S103495,Middle,High School,True,False,False
S103496,High,Graduate,True,False,True
S103497,Middle,Graduate,False,False,False
S103498,High,Graduate,True,True,False
S103499,Middle,High School,False,False,False
S103500,Low,High School,True,False,False
S103501,Middle,Post Graduate,False,False,True
S103502,Middle,High School,True,False,False
S103503,Middle,Graduate,False,True,False
S103504,Low,High School,True,False,True
S103505,Low,Graduate,True,False,False
S103506,Middle,High School,True,False,True
S103507,Low,High School,True,True,False
S103508,High,Graduate,True,True,False
S103509,Middle,No Formal Education,False,False,False
S103510,Low,Post Graduate,False,False,False
S103511,Middle,High School,False,False,True
S103512,Middle,No Formal Education,False,False,False
S103513,Low,High School,False,False,False
S103514,Low,High School,False,False,False
S103515,Low,High School,False,False,False
S103516,Low,Graduate,False,False,False
S103517,Middle,High School,True,False,False
S103518,Middle,No Formal Education,True,False,False
S103519,Low,High School,True,False,True
S103520,Middle,High School,True,False,True
S103521,High,High School,True,False,False
S103522,Middle,Graduate,False,False,False
S103523,Middle,Graduate,True,False,False
S103524,Low,No Formal Education,True,False,True
S103525,Low,Graduate,False,False,False
S103526,Low,High School,True,False,True
S103527,Middle,Graduate,True,False,True
S103528,Middle,Post Graduate,True,False,True
S103529,High,Graduate,True,False,False
S103530,Middle,High School,True,True,True
S103531,Middle,High School,True,False,True
S103532,Middle,Post Graduate,True,True,False
S103533,Low,Graduate,False,False,False
S103534,High,High School,False,False,False
S103535,Low,Graduate,True,True,False
S103536,Low,Graduate,False,False,True
S103537,Low,High School,True,True,False
S103538,High,No Formal Education,True,False,True
S103539,Middle,Graduate,True,False,True
S103540,Low,Post Graduate,False,False,False
S103541,Low,No Formal Education,True,True,False
S103542,Low,No Formal Education,True,False,False
S103543,Low,Graduate,True,True,True
S103544,Low,Post Graduate,False,False,False
S103545,Middle,Graduate,True,True,False
S103546,Middle,High School,False,False,True
S103547,High,High School,True,False,False
S103548,Low,No Formal Education,True,False,True
S103549,High,Post Graduate,True,True,False
S103550,Low,Post Graduate,True,False,False
S103551,Low,No Formal Education,True,True,False
S103552,Low,Graduate,True,False,False
S103553,High,Graduate,True,True,True
S103554,High,High School,True,False,False
S103555,High,Graduate,True,False,True
S103556,Low,Graduate,True,True,False
S103557,High,Post Graduate,True,True,True
S103558,Middle,No Formal Education,True,False,False
S103559,Low,Graduate,True,False,False
S103560,Low,No Formal Education,False,False,False
S103561,Middle,Post Graduate,True,False,False
S103562,High,No Formal Education,True,False,True
S103563,High,High School,True,False,True
S103564,Middle,High School,False,True,False
S103565,Middle,No Formal Education,True,True,True
S103566,Middle,Graduate,False,False,True
S103567,Middle,Graduate,True,False,True
S103568,Low,Graduate,True,False,True
S103569,Middle,Post Graduate,True,False,False
S103570,Low,No Formal Education,True,True,True
S103571,Low,High School,True,False,False
S103572,Low,Graduate,False,True,True
S103573,Middle,No Formal Education,False,False,False
S103574,Low,Post Graduate,True,False,True
S103575,High,High School,True,False,False
S103576,Middle,Post Graduate,True,False,True
S103577,High,Graduate,False,False,True
S103578,Low,No Formal Education,True,True,True
S103579,Middle,No Formal Education,False,False,False
S103580,High,Post Graduate,True,False,False
S103581,Low,High School,True,True,False
S103582,Low,High School,True,False,False
S103583,Middle,Post Graduate,True,False,True
S103584,Low,Graduate,True,False,True
S103585,Low,High School,True,False,False
S103586,High,No Formal Education,False,False,True
S103587,Middle,Post Graduate,True,False,True
S103588,Middle,Graduate,True,False,False
S103589,Low,No Formal Education,True,False,False
S103590,Low,No Formal Education,True,False,True
S103591,Low,No Formal Education,True,True,False
S103592,Middle,No Formal Education,True,True,False
S103593,Middle,Graduate,True,False,False
S103594,Low,No Formal Education,True,True,False
S103595,High,Post Graduate,True,False,False
S103596,Middle,Post Graduate,True,False,False
S103597,Low,Post Graduate,True,True,False
S103598,Middle,High School,True,False,False
S103599,Low,Post Graduate,True,False,False
S103600,Middle,Post Graduate,True,False,False
S103601,Middle,No Formal Education,True,False,False
S103602,High,No Formal Education,True,True,True
S103603,Low,Graduate,True,False,False
S103604,Low,Graduate,True,False,True
S103605,Low,Post Graduate,True,False,False
S103606,Low,Post Graduate,False,False,False
S103607,High,Graduate,False,False,False
S103608,Middle,High School,True,False,False
S103609,High,Post Graduate,True,False,False
S103610,Low,Post Graduate,True,False,False
S103611,High,No Formal Education,True,True,False
S103612,Low,No Formal Education,True,False,True
S103613,High,Post Graduate,False,False,False
S103614,Low,High School,True,False,False
S103615,Middle,High School,True,True,False
S103616,Low,Graduate,True,False,False
S103617,Low,High School,True,False,True
S103618,Middle,High School,False,False,False
S103619,High,Graduate,True,False,True
S103620,Middle,High School,True,False,False
S103621,Low,Graduate,True,True,False
S103622,Low,No Formal Education,False,False,False
S103623,Low,Graduate,True,False,False
S103624,High,Post Graduate,True,False,False
S103625,Low,High School,True,False,True
S103626,High,High School,True,False,False
S103627,Middle,Graduate,True,True,False
S103628,Middle,Post Graduate,True,False,False
S103629,High,High School,True,False,True
S103630,Middle,No Formal Education,False,True,False
S103631,Low,Graduate,True,False,False
S103632,Low,Post Graduate,False,True,True
S103633,Low,Graduate,True,True,False
S103634,Middle,High School,True,False,False
S103635,Low,High School,True,False,False
S103636,Middle,High School,True,False,True
S103637,Low,Graduate,True,True,False
S103638,High,Post Graduate,True,False,True
S103639,Middle,Graduate,True,False,True
S103640,High,High School,False,False,False
S103641,Low,Graduate,False,False,True
S103642,Middle,No Formal Education,True,False,False
S103643,High,Post Graduate,False,False,False
S103644,Low,High School,True,False,False
S103645,High,Graduate,True,False,True
S103646,Low,No Formal Education,True,False,False
S103647,Low,High School,True,False,True
S103648,Middle,Graduate,True,False,False
S103649,Low,High School,True,True,False
S103650,High,Post Graduate,True,True,False
S103651,Low,High School,True,True,False
S103652,Middle,High School,True,True,True
S103653,Middle,Post Graduate,False,False,True
S103654,Middle,Graduate,True,False,True
S103655,Low,No Formal Education,False,False,False
S103656,Middle,No Formal Education,True,False,True
S103657,Low,Post Graduate,True,False,False
S103658,Middle,High School,True,True,True
S103659,High,Graduate,True,True,False
S103660,Low,Graduate,True,False,False
S103661,Low,Post Graduate,True,True,False
S103662,Middle,Graduate,True,True,False
S103663,Low,No Formal Education,True,False,False
S103664,Low,Graduate,True,False,False
S103665,Low,High School,False,False,False
S103666,Middle,Graduate,True,False,False
S103667,Low,Post Graduate,True,False,False
S103668,Middle,Post Graduate,False,False,False
S103669,Middle,No Formal Education,True,True,False
S103670,Middle,No Formal Education,False,False,True
S103671,High,No Formal Education,True,False,False
S103672,Middle,No Formal Education,True,False,False
S103673,Low,Graduate,False,True,True
S103674,Low,Graduate,True,False,True
S103675,Middle,Post Graduate,False,False,True
S103676,High,Post Graduate,True,False,False
S103677,Middle,No Formal Education,True,True,True
S103678,Low,Graduate,True,False,False
S103679,High,High School,False,True,True
S103680,Middle,No Formal Education,True,False,False
S103681,Low,No Formal Education,False,True,False
S103682,Middle,Graduate,True,False,False
S103683,Low,High School,True,True,False
S103684,Middle,No Formal Education,True,False,False
S103685,Low,High School,False,False,False
S103686,Low,Post Graduate,False,False,False
S103687,Middle,Post Graduate,True,True,False
S103688,High,No Formal Education,False,True,True
S103689,Low,Graduate,False,True,True
S103690,Low,No Formal Education,True,False,False
S103691,Middle,Graduate,True,True,True
S103692,High,High School,True,False,False
S103693,Low,Graduate,True,True,False
S103694,High,Graduate,True,False,True
S103695,High,No Formal Education,False,False,False
S103696,Middle,No Formal Education,True,False,True
S103697,Low,Post Graduate,False,False,True
S103698,Low,High School,False,False,False
S103699,Low,Post Graduate,False,False,True
S103700,Low,High School,True,False,False
S103701,High,Post Graduate,True,True,False
S103702,Low,High School,False,True,True
S103703,Low,Graduate,True,False,True
S103704,Middle,Graduate,False,False,False
S103705,High,Post Graduate,True,False,False
S103706,Low,Post Graduate,True,False,False
S103707,Middle,Post Graduate,False,False,False
S103708,Middle,No Formal Education,True,False,True
S103709,Middle,High School,False,False,True
S103710,High,Post Graduate,True,False,False
S103711,Low,No Formal Education,True,True,False
S103712,Middle,Post Graduate,True,True,False
