student_id,gender,date_of_birth,region,school_id,grade_level,enrollment_year,program_type
S102960,Male,2008-01-12,North,SCH_7,8,2023,Science
S102961,Male,2007-12-09,East,SCH_15,6,2022,Arts
S102962,Female,2003-04-30,West,SCH_17,11,2023,Science
S102963,Female,2000-11-20,Central,SCH_1,9,2019,Science
S102964,Female,2002-09-05,Central,SCH_9,9,2019,Science
S102965,Male,2004-10-15,North,SCH_14,9,2022,Arts
S102966,Male,2005-01-24,Central,SCH_16,10,2022,Arts
S102967,Male,2008-03-22,East,SCH_13,10,2020,Commerce
S102968,Male,2004-01-30,North,SCH_6,6,2019,Commerce
S102969,Male,2002-06-12,East,SCH_1,12,2022,Science
S102970,Female,2003-10-22,North,SCH_4,10,2019,Commerce
S102971,Female,2000-05-23,Central,SCH_3,12,2020,Commerce
S102972,Male,2001-01-18,North,SCH_17,12,2021,Arts
S102973,Male,2006-03-13,South,SCH_2,10,2019,Arts
S102974,Male,2006-06-29,West,SCH_19,8,2020,Commerce
S102975,Male,2008-06-13,Central,SCH_20,10,2020,Commerce
S102976,Female,2000-08-04,West,SCH_8,7,2020,Commerce
S102977,Male,2004-02-24,Central,SCH_15,7,2023,Science
S102978,Male,2008-03-17,West,SCH_6,12,2022,Arts
S102979,Male,2006-02-08,South,SCH_20,7,2019,Commerce
S102980,Male,2006-05-06,West,SCH_2,6,2023,Commerce
S102981,Female,2008-03-11,North,SCH_15,9,2019,Science
S102982,Male,2004-01-30,West,SCH_20,8,2023,Arts
S102983,Male,2007-12-27,Central,SCH_12,6,2022,Science
S102984,Female,2004-06-23,East,SCH_3,9,2020,Science
S102985,Female,2006-11-19,West,SCH_10,8,2019,Commerce
S102986,Female,2006-06-10,West,SCH_14,12,2020,Science
S102987,Male,2003-03-13,West,SCH_14,8,2022,Science
S102988,Male,2000-04-20,Central,SCH_3,8,2019,Commerce
S102989,Female,2002-10-10,West,SCH_1,7,2021,Arts
S102990,Female,2000-08-19,Central,SCH_20,7,2021,Commerce
S102991,Female,2004-09-10,Central,SCH_1,7,2021,Arts
S102992,Female,2004-10-21,East,SCH_2,8,2022,Science
S102993,Female,2007-03-27,North,SCH_19,11,2021,Science
S102994,Female,2004-04-26,Central,SCH_10,8,2019,Commerce
S102995,Male,2003-07-20,South,SCH_4,7,2021,Commerce
S102996,Male,2006-01-29,West,SCH_4,8,2019,Commerce
S102997,Male,2002-08-30,South,SCH_13,7,2022,Science
S102998,Female,2002-10-27,West,SCH_9,7,2020,Science
S102999,Female,2008-10-31,East,SCH_7,7,2023,Arts
S103000,Female,2007-02-06,Central,SCH_16,12,2021,Commerce
S103001,Female,2007-02-08,North,SCH_18,12,2023,Science
S103002,Female,2001-06-01,Central,SCH_3,11,2020,Arts
S103003,Female,2002-07-02,West,SCH_20,9,2022,Commerce
S103004,Male,2006-03-12,North,SCH_20,8,2022,Commerce
S103005,Male,2005-12-21,Central,SCH_10,6,2020,Arts
S103006,Female,2006-05-21,North,SCH_16,7,2023,Arts
S103007,Male,2008-10-02,West,SCH_3,11,2021,Arts
S103008,Female,2005-04-28,East,SCH_11,6,2019,Science
S103009,Male,2004-01-02,East,SCH_10,12,2022,Commerce
S103010,Female,2005-02-15,Central,SCH_16,9,2020,Commerce
S103011,Female,2007-06-26,South,SCH_8,8,2023,Arts
S103012,Male,2008-10-28,West,SCH_9,12,2021,Science
S103013,Male,2006-07-06,Central,SCH_15,11,2023,Arts
S103014,Female,2008-09-21,Central,SCH_3,7,2021,Science
S103015,Female,2008-01-20,East,SCH_4,7,2019,Commerce
S103016,Male,2003-07-31,North,SCH_13,7,2019,Commerce
S103017,Male,2002-06-17,West,SCH_12,11,2020,Science
S103018,Female,2003-01-03,North,SCH_9,12,2020,Commerce
S103019,Male,2003-04-04,West,SCH_14,6,2021,Commerce
S103020,Female,2003-04-27,South,SCH_19,9,2021,Arts
S103021,Female,2005-10-26,East,SCH_7,8,2021,Science
S103022,Female,2008-03-13,South,SCH_16,9,2021,Commerce
S103023,Female,2001-11-18,Central,SCH_20,12,2019,Commerce
S103024,Male,2005-08-30,East,SCH_5,7,2020,Science
S103025,Male,2001-07-19,Central,SCH_10,9,2020,Commerce
S103026,Male,2003-04-22,South,SCH_18,6,2022,Science
S103027,Male,2005-03-09,West,SCH_11,10,2020,Science
S103028,Male,2002-04-06,Central,SCH_7,12,2020,Arts
S103029,Male,2003-09-13,North,SCH_14,10,2023,Science
S103030,Male,2006-02-04,West,SCH_20,8,2023,Arts
S103031,Female,2004-12-16,West,SCH_18,8,2022,Commerce
S103032,Male,2008-09-18,South,SCH_11,9,2021,Science
S103033,Male,2002-12-18,South,SCH_12,8,2022,Arts
S103034,Female,2003-09-12,East,SCH_18,12,2022,Science
S103035,Male,2008-01-31,East,SCH_2,11,2019,Commerce
S103036,Male,2004-07-02,North,SCH_1,6,2020,Arts
S103037,Female,2007-06-09,West,SCH_10,7,2019,Arts
S103038,Male,2000-07-09,North,SCH_1,7,2020,Arts
S103039,Male,2003-05-08,North,SCH_6,9,2022,Commerce
S103040,Male,2003-08-28,South,SCH_7,7,2020,Arts
S103041,Female,2001-12-08,North,SCH_17,9,2021,Commerce
S103042,Male,2008-07-03,North,SCH_9,8,2021,Commerce
S103043,Male,2001-01-13,Central,SCH_7,8,2022,Science
S103044,Female,2001-01-21,East,SCH_17,11,2023,Commerce
S103045,Male,2006-04-03,East,SCH_3,11,2021,Arts
S103046,Female,2001-09-07,West,SCH_16,6,2022,Arts
S103047,Female,2004-03-22,East,SCH_5,7,2019,Commerce
S103048,Male,2006-05-19,West,SCH_20,12,2023,Commerce
S103049,Female,2005-08-10,Central,SCH_18,11,2021,Science
S103050,Female,2004-10-20,East,SCH_1,6,2022,Science
S103051,Male,2001-04-08,Central,SCH_4,10,2022,Arts
S103052,Female,2002-08-24,East,SCH_11,11,2019,Commerce
S103053,Female,2000-06-20,East,SCH_20,6,2019,Arts
S103054,Male,2008-08-24,Central,SCH_9,9,2023,Commerce
S103055,Male,2003-02-20,North,SCH_8,9,2021,Arts
S103056,Male,2002-04-22,North,SCH_8,6,2022,Arts
S103057,Female,2003-08-14,North,SCH_5,8,2023,Arts
S103058,Male,2005-03-23,North,SCH_12,10,2023,Commerce
S103059,Female,2001-11-20,East,SCH_1,6,2019,Science
S103060,Female,2007-03-07,South,SCH_15,11,2022,Science
S103061,Female,2004-02-16,Central,SCH_18,8,2020,Commerce
S103062,Female,2006-01-21,South,SCH_6,6,2019,Science
S103063,Female,2005-07-17,South,SCH_10,7,2022,Arts
S103064,Female,2004-09-18,West,SCH_14,11,2023,Commerce
S103065,Female,2001-01-17,North,SCH_8,11,2023,Commerce
S103066,Male,2006-03-06,East,SCH_3,9,2021,Science
S103067,Male,2003-11-13,North,SCH_19,7,2020,Science
S103068,Female,2004-05-02,North,SCH_12,7,2019,Arts
S103069,Female,2006-03-21,South,SCH_12,11,2021,Commerce
S103070,Male,2005-08-12,West,SCH_15,10,2021,Science
S103071,Female,2001-01-06,North,SCH_7,12,2020,Commerce
S103072,Male,2004-09-06,Central,SCH_4,8,2019,Arts
S103073,Male,2004-01-09,Central,SCH_9,9,2019,Arts
S103074,Male,2001-09-02,North,SCH_16,7,2023,Arts
S103075,Female,2000-04-25,South,SCH_13,9,2019,Commerce
S103076,Female,2001-03-22,South,SCH_4,11,2021,Commerce
S103077,Male,2003-10-23,East,SCH_9,8,2023,Commerce
S103078,Male,2003-09-02,West,SCH_18,6,2019,Commerce
S103079,Male,2001-02-18,South,SCH_15,7,2020,Commerce
S103080,Male,2008-09-01,East,SCH_15,8,2021,Arts
S103081,Male,2004-12-13,Central,SCH_6,12,2022,Arts
S103082,Female,2008-01-18,Central,SCH_11,9,2020,Arts
S103083,Male,2002-11-13,Central,SCH_8,11,2020,Science
S103084,Female,2007-06-03,North,SCH_17,8,2019,Arts
S103085,Male,2005-02-16,West,SCH_17,6,2023,Commerce
S103086,Female,2002-12-09,East,SCH_18,8,2023,Arts
S103087,Female,2001-12-18,West,SCH_4,11,2021,Science
S103088,Female,2003-09-20,North,SCH_15,9,2019,Science
S103089,Female,2008-08-16,East,SCH_2,7,2023,Science
S103090,Female,2004-05-24,East,SCH_2,12,2022,Science
S103091,Female,2008-06-25,South,SCH_10,12,2019,Science
S103092,Male,2006-05-07,West,SCH_3,7,2019,Commerce
S103093,Female,2001-07-15,West,SCH_8,10,2023,Arts
S103094,Male,2007-10-22,South,SCH_20,9,2020,Commerce
S103095,Female,2006-04-13,Central,SCH_7,12,2019,Commerce
S103096,Female,2001-01-21,North,SCH_12,10,2020,Science
S103097,Male,2001-12-02,West,SCH_19,10,2021,Arts
S103098,Female,2007-02-19,South,SCH_15,11,2021,Arts
S103099,Male,2002-08-30,East,SCH_14,11,2023,Arts
S103100,Male,2003-10-16,South,SCH_16,11,2021,Science
S103101,Male,2002-09-10,Central,SCH_14,6,2023,Commerce
S103102,Male,2004-02-20,North,SCH_3,9,2023,Arts
S103103,Female,2000-12-17,Central,SCH_18,7,2020,Commerce
S103104,Female,2004-09-20,East,SCH_6,9,2020,Arts
S103105,Male,2005-05-05,East,SCH_17,11,2021,Arts
S103106,Female,2003-07-03,East,SCH_14,6,2020,Arts
S103107,Female,2005-03-22,East,SCH_14,9,2019,Arts
S103108,Male,2002-01-22,South,SCH_20,9,2022,Science
S103109,Female,2007-09-29,East,SCH_13,10,2019,Science
S103110,Male,2002-10-21,East,SCH_3,9,2019,Commerce
S103111,Male,2001-06-29,South,SCH_13,10,2023,Science
S103112,Female,2004-01-09,East,SCH_2,10,2022,Arts
S103113,Female,2000-03-19,Central,SCH_9,8,2023,Commerce
S103114,Female,2003-06-13,Central,SCH_13,11,2020,Commerce
S103115,Male,2006-07-09,West,SCH_8,12,2020,Commerce
S103116,Male,2002-06-07,Central,SCH_16,6,2022,Arts
S103117,Female,2008-09-04,North,SCH_3,10,2021,Arts
S103118,Female,2003-01-10,North,SCH_13,9,2020,Commerce
S103119,Female,2006-12-24,North,SCH_4,10,2019,Science
S103120,Female,2005-06-13,South,SCH_18,10,2022,Arts
S103121,Male,2004-02-09,Central,SCH_2,10,2022,Arts
S103122,Female,2007-09-13,North,SCH_20,7,2020,Science
S103123,Male,2002-07-09,West,SCH_15,12,2020,Commerce
S103124,Male,2001-07-03,South,SCH_17,12,2023,Science
S103125,Female,2005-08-23,West,SCH_10,7,2023,Arts
S103126,Female,2001-01-26,Central,SCH_1,7,2019,Commerce
S103127,Female,2006-06-15,East,SCH_6,7,2022,Commerce
S103128,Male,2006-08-30,West,SCH_3,12,2021,Science
S103129,Female,2008-12-24,East,SCH_19,8,2021,Arts
S103130,Female,2003-10-12,South,SCH_7,10,2022,Arts
S103131,Male,2002-08-31,West,SCH_13,8,2019,Commerce
S103132,Female,2008-08-31,West,SCH_13,9,2023,Arts
S103133,Male,2008-08-30,South,SCH_17,12,2023,Commerce
S103134,Female,2000-12-05,South,SCH_1,11,2023,Commerce
S103135,Male,2007-03-29,North,SCH_14,12,2021,Commerce
S103136,Female,2002-01-26,Central,SCH_3,6,2021,Arts
S103137,Female,2002-11-11,West,SCH_14,8,2019,Science
S103138,Male,2006-05-27,West,SCH_1,7,2021,Commerce
S103139,Male,2006-06-11,South,SCH_16,7,2020,Science
S103140,Female,2007-05-05,South,SCH_10,9,2021,Science
S103141,Male,2008-10-04,Central,SCH_13,10,2023,Science
S103142,Male,2007-04-26,South,SCH_4,6,2019,Science
S103143,Male,2002-07-27,East,SCH_9,8,2022,Science
S103144,Male,2002-04-27,East,SCH_14,10,2022,Commerce
S103145,Female,2001-03-17,East,SCH_4,10,2019,Arts
S103146,Female,2006-12-25,East,SCH_10,11,2020,Science
S103147,Male,2000-05-09,Central,SCH_8,11,2022,Arts
S103148,Male,2008-10-08,West,SCH_3,8,2023,Arts
S103149,Male,2001-08-19,East,SCH_7,8,2022,Commerce
S103150,Male,2005-05-12,South,SCH_10,8,2022,Science
S103151,Female,2004-02-14,East,SCH_3,8,2023,Arts
S103152,Female,2002-05-11,Central,SCH_2,7,2021,Arts
S103153,Male,2007-03-25,South,SCH_15,12,2020,Science
S103154,Male,2002-09-25,East,SCH_9,12,2023,Commerce
S103155,Male,2006-06-30,West,SCH_15,10,2023,Commerce
S103156,Female,2008-08-06,South,SCH_17,12,2019,Science
S103157,Male,2006-10-31,South,SCH_7,10,2020,Arts
S103158,Female,2004-03-31,West,SCH_20,7,2021,Commerce
S103159,Male,2007-11-06,South,SCH_18,12,2023,Commerce
S103160,Female,2004-06-28,East,SCH_15,10,2021,Arts
S103161,Male,2008-11-10,South,SCH_18,8,2023,Arts
S103162,Female,2004-02-20,East,SCH_12,6,2023,Arts
S103163,Male,2004-10-02,West,SCH_8,12,2019,Arts
S103164,Male,2007-07-19,North,SCH_2,11,2022,Science
S103165,Male,2003-12-20,West,SCH_2,11,2020,Arts
S103166,Female,2005-01-31,East,SCH_5,10,2019,Commerce
S103167,Male,2000-09-21,Central,SCH_1,6,2021,Arts
S103168,Female,2007-04-13,West,SCH_4,11,2023,Arts
S103169,Female,2007-11-19,Central,SCH_6,12,2023,Science
S103170,Male,2007-06-14,Central,SCH_13,6,2020,Science
S103171,Male,2004-01-02,East,SCH_19,7,2019,Arts
S103172,Male,2000-06-05,East,SCH_11,9,2019,Science
S103173,Female,2003-12-16,North,SCH_13,10,2021,Science
S103174,Male,2006-04-17,South,SCH_8,7,2019,Science
S103175,Female,2008-01-04,West,SCH_7,7,2019,Science
S103176,Female,2004-06-20,East,SCH_13,6,2022,Arts
S103177,Male,2007-01-21,West,SCH_1,10,2020,Science
S103178,Male,2006-07-02,Central,SCH_6,7,2019,Science
S103179,Male,2008-03-27,South,SCH_7,8,2021,Commerce
S103180,Male,2002-06-13,North,SCH_16,7,2023,Arts
S103181,Male,2005-11-14,West,SCH_15,8,2019,Science
S103182,Male,2001-05-27,South,SCH_20,9,2019,Commerce
S103183,Female,2000-08-03,North,SCH_2,8,2023,Science
S103184,Female,2008-10-08,West,SCH_16,8,2022,Arts
S103185,Female,2005-12-12,South,SCH_17,6,2020,Commerce
S103186,Male,2008-08-19,East,SCH_15,7,2022,Commerce
S103187,Female,2004-09-02,West,SCH_3,9,2021,Arts
S103188,Female,2005-10-07,South,SCH_4,7,2019,Commerce
S103189,Female,2004-04-16,North,SCH_12,12,2022,Commerce
S103190,Female,2006-01-17,South,SCH_5,12,2020,Science
S103191,Female,2006-05-20,East,SCH_17,8,2021,Commerce
S103192,Male,2005-11-23,West,SCH_6,11,2022,Arts
S103193,Male,2003-02-02,West,SCH_10,8,2019,Science
S103194,Female,2000-08-15,West,SCH_18,7,2020,Commerce
S103195,Female,2006-06-23,East,SCH_10,9,2019,Science
S103196,Female,2004-01-27,North,SCH_6,11,2019,Arts
S103197,Male,2002-03-12,West,SCH_6,9,2021,Commerce
S103198,Male,2004-06-10,North,SCH_20,6,2020,Arts
S103199,Female,2005-03-20,South,SCH_15,8,2023,Arts
S103200,Male,2007-12-31,North,SCH_4,8,2019,Commerce
S103201,Male,2001-04-16,North,SCH_16,12,2020,Commerce
S103202,Female,2002-12-15,West,SCH_8,6,2019,Science
S103203,Male,2007-04-26,Central,SCH_7,12,2022,Arts
S103204,Male,2005-08-22,Central,SCH_19,7,2022,Commerce
S103205,Female,2002-11-07,East,SCH_17,8,2020,Arts
S103206,Male,2007-07-04,East,SCH_13,7,2021,Commerce
S103207,Male,2008-04-08,Central,SCH_15,9,2023,Arts
S103208,Female,2005-11-30,South,SCH_2,11,2022,Science
S103209,Male,2000-08-16,West,SCH_10,11,2021,Arts
S103210,Male,2000-06-19,West,SCH_13,11,2023,Commerce
S103211,Female,2000-10-21,South,SCH_18,12,2022,Science
S103212,Female,2000-07-07,South,SCH_11,10,2023,Science
S103213,Female,2001-03-01,Central,SCH_13,6,2019,Commerce
S103214,Male,2002-09-03,East,SCH_19,11,2020,Science
S103215,Female,2003-01-07,South,SCH_5,8,2022,Arts
S103216,Male,2007-05-29,East,SCH_3,6,2022,Arts
S103217,Female,2002-07-07,North,SCH_19,9,2019,Commerce
S103218,Male,2008-11-27,West,SCH_13,9,2022,Arts
S103219,Female,2001-05-13,Central,SCH_5,12,2022,Commerce
S103220,Female,2004-12-26,West,SCH_12,9,2022,Science
S103221,Female,2007-09-10,Central,SCH_14,9,2022,Arts
S103222,Female,2002-05-15,North,SCH_6,10,2022,Commerce
S103223,Male,2002-04-05,West,SCH_9,7,2021,Arts
S103224,Female,2005-02-01,North,SCH_17,7,2022,Science
S103225,Female,2005-10-19,Central,SCH_8,11,2019,Science
S103226,Male,2006-04-14,South,SCH_13,10,2022,Arts
S103227,Female,2000-05-25,West,SCH_5,12,2023,Science
S103228,Male,2004-06-29,North,SCH_17,7,2023,Commerce
S103229,Female,2003-08-12,West,SCH_3,12,2019,Arts
S103230,Female,2007-03-14,West,SCH_6,12,2021,Arts
S103231,Female,2001-04-14,West,SCH_14,9,2019,Science
S103232,Male,2000-07-11,East,SCH_15,7,2021,Commerce
S103233,Female,2002-12-27,North,SCH_14,6,2020,Arts
S103234,Female,2006-12-16,North,SCH_11,11,2023,Arts
S103235,Female,2000-02-21,West,SCH_11,7,2023,Science
S103236,Male,2008-01-08,South,SCH_9,6,2023,Science
S103237,Male,2006-08-07,West,SCH_6,8,2021,Commerce
S103238,Female,2004-12-25,East,SCH_15,6,2019,Commerce
S103239,Male,2008-02-12,Central,SCH_12,6,2021,Science
S103240,Female,2006-11-26,East,SCH_6,9,2023,Commerce
S103241,Female,2005-02-12,South,SCH_1,9,2023,Science
S103242,Female,2007-01-12,West,SCH_16,11,2023,Arts
S103243,Female,2004-11-21,North,SCH_20,9,2023,Science
S103244,Female,2003-12-25,West,SCH_15,6,2020,Science
S103245,Female,2005-02-10,South,SCH_2,10,2023,Science
S103246,Female,2007-07-01,North,SCH_17,9,2021,Arts
S103247,Male,2008-12-13,East,SCH_3,9,2023,Commerce
S103248,Male,2008-10-04,Central,SCH_3,6,2022,Commerce
S103249,Male,2007-01-23,Central,SCH_5,8,2020,Commerce
S103250,Male,2005-06-30,West,SCH_17,8,2023,Science
S103251,Male,2003-12-05,East,SCH_17,7,2022,Science
S103252,Male,2002-04-19,South,SCH_20,11,2021,Commerce
S103253,Male,2008-08-02,Central,SCH_6,8,2020,Arts
S103254,Female,2000-08-28,East,SCH_1,9,2023,Arts
S103255,Female,2001-06-19,West,SCH_7,10,2021,Arts
S103256,Female,2003-11-08,North,SCH_15,7,2022,Arts
S103257,Female,2000-03-23,West,SCH_7,11,2020,Science
S103258,Male,2002-09-08,West,SCH_19,10,2023,Commerce
S103259,Male,2002-08-08,East,SCH_20,10,2021,Arts
S103260,Female,2001-09-02,Central,SCH_11,9,2020,Science
S103261,Female,2001-07-27,East,SCH_14,6,2022,Science
S103262,Male,2006-05-22,North,SCH_13,6,2023,Science
S103263,Female,2002-09-15,East,SCH_20,6,2020,Commerce
S103264,Female,2001-04-03,South,SCH_9,8,2022,Science
S103265,Female,2008-12-27,West,SCH_9,6,2022,Commerce
S103266,Female,2005-12-13,Central,SCH_16,11,2021,Commerce
S103267,Male,2004-03-02,North,SCH_12,9,2022,Commerce
S103268,Female,2006-10-08,West,SCH_10,8,2022,Commerce
S103269,Female,2007-02-14,East,SCH_6,11,2019,Science
S103270,Male,2007-04-11,South,SCH_18,6,2022,Science
S103271,Male,2005-06-07,East,SCH_2,11,2023,Science
S103272,Female,2004-04-15,West,SCH_20,10,2020,Arts
S103273,Male,2008-11-03,North,SCH_9,9,2023,Arts
S103274,Female,2005-11-29,Central,SCH_19,9,2023,Commerce
S103275,Female,2006-09-15,West,SCH_6,11,2021,Commerce
S103276,Male,2000-05-01,North,SCH_2,7,2019,Commerce
S103277,Female,2000-09-29,West,SCH_15,9,2019,Commerce
S103278,Female,2003-08-10,South,SCH_17,10,2023,Commerce
S103279,Female,2001-02-01,East,SCH_16,9,2020,Arts
S103280,Female,2006-11-23,Central,SCH_8,7,2019,Commerce
S103281,Male,2002-09-11,North,SCH_10,9,2019,Science
S103282,Male,2003-05-15,Central,SCH_10,12,2023,Commerce
S103283,Female,2003-02-07,Central,SCH_18,9,2019,Science
S103284,Male,2003-07-25,Central,SCH_10,7,2021,Science
S103285,Female,2005-03-25,North,SCH_9,12,2023,Science
S103286,Female,2007-03-01,North,SCH_19,12,2019,Science
S103287,Female,2004-02-14,Central,SCH_1,9,2019,Commerce
S103288,Female,2008-09-20,East,SCH_4,11,2019,Commerce
S103289,Female,2005-03-31,West,SCH_3,8,2023,Commerce
S103290,Male,2008-01-23,Central,SCH_10,12,2020,Commerce
S103291,Female,2002-03-30,South,SCH_12,11,2022,Commerce
S103292,Male,2007-12-10,Central,SCH_18,9,2019,Arts
S103293,Male,2007-07-20,North,SCH_20,6,2022,Science
S103294,Female,2005-05-10,West,SCH_6,6,2022,Science
S103295,Female,2006-06-26,South,SCH_2,8,2019,Arts
S103296,Female,2000-06-27,West,SCH_10,12,2019,Arts
S103297,Female,2002-06-15,West,SCH_2,9,2022,Commerce
S103298,Female,2006-03-16,South,SCH_9,10,2020,Commerce
S103299,Male,2007-10-07,Central,SCH_10,12,2022,Science
S103300,Female,2005-05-26,Central,SCH_2,9,2020,Commerce
S103301,Female,2004-03-31,Central,SCH_8,6,2021,Science
S103302,Male,2001-05-06,East,SCH_17,7,2020,Commerce
S103303,Male,2000-03-01,Central,SCH_17,8,2023,Commerce
S103304,Female,2002-12-13,South,SCH_4,7,2019,Science
S103305,Male,2004-08-30,East,SCH_18,10,2021,Arts
S103306,Female,2007-01-29,Central,SCH_12,9,2022,Arts
S103307,Male,2007-12-05,East,SCH_17,10,2020,Commerce
S103308,Male,2008-04-23,South,SCH_9,7,2021,Arts
S103309,Female,2000-03-05,Central,SCH_19,9,2023,Commerce
S103310,Male,2001-08-08,North,SCH_14,12,2020,Arts
S103311,Male,2004-09-23,South,SCH_14,11,2022,Arts
S103312,Male,2006-01-27,West,SCH_17,11,2022,Science
S103313,Male,2001-06-18,West,SCH_2,12,2020,Arts
S103314,Male,2007-07-03,South,SCH_8,10,2023,Commerce
S103315,Male,2005-11-25,West,SCH_5,11,2019,Science
S103316,Female,2005-02-13,South,SCH_7,11,2019,Arts
S103317,Female,2008-11-07,North,SCH_16,6,2022,Science
S103318,Male,2007-11-01,South,SCH_16,11,2023,Arts
S103319,Female,2002-10-01,Central,SCH_17,6,2022,Commerce
S103320,Female,2006-11-04,Central,SCH_7,8,2019,Commerce
S103321,Female,2003-05-14,East,SCH_20,6,2022,Science
S103322,Male,2007-03-22,West,SCH_8,6,2020,Arts
S103323,Female,2002-11-05,West,SCH_8,7,2020,Arts
S103324,Male,2000-11-22,South,SCH_11,6,2023,Science
S103325,Female,2001-08-30,West,SCH_15,6,2019,Science
S103326,Male,2007-05-30,Central,SCH_18,7,2023,Commerce
S103327,Male,2000-01-02,North,SCH_6,6,2023,Science
S103328,Female,2002-10-30,South,SCH_12,11,2019,Arts
S103329,Female,2006-10-17,West,SCH_15,12,2021,Science
S103330,Male,2000-05-04,Central,SCH_6,6,2021,Commerce
S103331,Female,2003-01-09,East,SCH_18,8,2022,Science
S103332,Female,2006-12-07,West,SCH_20,6,2021,Arts
S103333,Female,2007-05-23,North,SCH_9,6,2020,Science
S103334,Male,2005-02-04,North,SCH_8,8,2023,Science
S103335,Male,2003-03-19,West,SCH_14,12,2022,Science
S103336,Female,2007-10-18,West,SCH_19,7,2023,Commerce
S103337,Female,2007-12-30,Central,SCH_19,11,2019,Commerce
S103338,Female,2000-05-08,West,SCH_8,12,2021,Commerce
S103339,Male,2001-03-13,East,SCH_2,6,2019,Commerce
S103340,Male,2002-01-20,Central,SCH_4,11,2022,Arts
S103341,Female,2006-12-23,South,SCH_6,10,2020,Arts
S103342,Female,2008-07-26,East,SCH_3,11,2021,Commerce
S103343,Female,2003-05-06,Central,SCH_3,7,2019,Commerce
S103344,Female,2006-03-08,Central,SCH_19,7,2021,Commerce
S103345,Female,2002-06-20,North,SCH_11,12,2023,Science
S103346,Female,2005-09-23,Central,SCH_10,6,2020,Arts
S103347,Male,2008-09-03,East,SCH_12,8,2021,Science
S103348,Female,2003-07-26,West,SCH_14,7,2020,Commerce
S103349,Male,2007-01-26,East,SCH_18,8,2023,Arts
S103350,Female,2003-12-04,South,SCH_9,12,2023,Commerce
S103351,Female,2006-11-13,Central,SCH_15,12,2019,Science
S103352,Male,2001-01-25,Central,SCH_3,10,2022,Arts
S103353,Male,2002-12-03,Central,SCH_11,8,2019,Science
S103354,Male,2000-01-27,Central,SCH_10,12,2020,Arts
S103355,Male,2007-10-12,North,SCH_18,12,2019,Commerce
S103356,Female,2008-09-03,North,SCH_4,12,2021,Arts
S103357,Male,2008-04-10,West,SCH_13,9,2019,Science
S103358,Female,2001-07-01,Central,SCH_6,12,2022,Science
S103359,Male,2007-04-22,South,SCH_13,12,2022,Science
S103360,Female,2001-07-20,West,SCH_20,8,2020,Science
S103361,Female,2001-12-04,Central,SCH_5,7,2023,Commerce
S103362,Female,2003-05-27,North,SCH_20,8,2022,Science
S103363,Female,2000-07-03,South,SCH_14,8,2020,Commerce
S103364,Female,2008-08-06,West,SCH_13,9,2022,Arts
S103365,Female,2008-10-06,South,SCH_14,9,2022,Science
S103366,Male,2004-05-09,Central,SCH_8,6,2023,Arts
S103367,Female,2005-03-28,East,SCH_16,7,2021,Arts
S103368,Male,2002-04-27,South,SCH_13,12,2020,Commerce
S103369,Male,2001-08-21,South,SCH_15,6,2022,Science
S103370,Female,2002-03-16,North,SCH_19,12,2022,Commerce
S103371,Male,2003-09-19,Central,SCH_1,12,2019,Science
S103372,Female,2008-10-30,South,SCH_2,9,2021,Arts
S103373,Male,2005-10-27,Central,SCH_18,12,2023,Commerce
S103374,Female,2007-03-11,North,SCH_19,12,2020,Science
S103375,Male,2005-02-21,Central,SCH_8,8,2022,Arts
S103376,Female,2006-09-26,North,SCH_3,9,2020,Commerce
S103377,Female,2001-06-29,North,SCH_14,10,2023,Commerce
S103378,Female,2004-06-20,West,SCH_9,8,2021,Commerce
S103379,Female,2006-01-25,Central,SCH_8,6,2019,Commerce
S103380,Male,2007-06-21,East,SCH_17,8,2021,Arts
S103381,Female,2007-03-15,West,SCH_16,10,2019,Arts
S103382,Male,2007-01-06,North,SCH_10,9,2020,Arts
S103383,Male,2005-09-10,East,SCH_10,7,2021,Arts
S103384,Male,2006-05-23,South,SCH_6,12,2021,Science
S103385,Female,2007-03-26,South,SCH_17,11,2021,Arts
S103386,Male,2008-07-11,West,SCH_16,7,2023,Commerce
S103387,Male,2005-04-10,East,SCH_15,7,2020,Commerce
S103388,Male,2001-09-08,Central,SCH_14,12,2019,Commerce
S103389,Female,2008-05-30,East,SCH_4,9,2021,Commerce
S103390,Female,2006-05-06,West,SCH_4,7,2020,Science
S103391,Male,2003-04-18,Central,SCH_2,10,2023,Commerce
S103392,Female,2004-10-25,Central,SCH_11,12,2023,Commerce
S103393,Female,2007-01-09,South,SCH_4,9,2020,Commerce
S103394,Male,2008-09-09,East,SCH_16,7,2019,Arts
S103395,Male,2008-06-08,Central,SCH_4,12,2020,Arts
S103396,Female,2007-03-15,West,SCH_1,11,2020,Science
S103397,Male,2008-08-27,South,SCH_19,6,2022,Science
S103398,Female,2000-08-13,Central,SCH_2,9,2023,Science
S103399,Female,2001-10-31,East,SCH_9,9,2019,Commerce
S103400,Female,2004-10-29,South,SCH_13,8,2022,Science
S103401,Female,2002-07-05,East,SCH_18,12,2020,Arts
S103402,Female,2005-12-13,East,SCH_16,7,2023,Arts
S103403,Female,2008-03-22,East,SCH_16,6,2022,Arts
S103404,Male,2008-12-24,South,SCH_10,12,2022,Commerce
S103405,Male,2008-09-03,Central,SCH_9,11,2019,Commerce
