student_id,academic_year,total_days,days_present,attendance_pct,chronic_absentee,attendance_trend
S102619,2019-20,180,82,45.56,True,Improving
S102620,2020-21,180,129,71.67,True,Stable
S102621,2019-20,180,73,40.56,True,Stable
S102622,2021-22,180,155,86.11,False,Stable
S102623,2021-22,180,108,60.0,True,Improving
S102624,2019-20,180,172,95.56,False,Declining
S102625,2021-22,180,173,96.11,False,Declining
S102626,2021-22,180,104,57.78,True,Improving
S102627,2021-22,180,136,75.56,False,Improving
S102628,2022-23,180,86,47.78,True,Declining
S102629,2021-22,180,134,74.44,True,Declining
S102630,2020-21,180,155,86.11,False,Improving
S102631,2022-23,180,126,70.0,True,Improving
S102632,2020-21,180,108,60.0,True,Improving
S102633,2020-21,180,61,33.89,True,Stable
S102634,2020-21,180,153,85.0,False,Declining
S102635,2022-23,180,119,66.11,True,Declining
S102636,2019-20,180,125,69.44,True,Stable
S102637,2021-22,180,162,90.0,False,Declining
S102638,2021-22,180,118,65.56,True,Improving
S102639,2019-20,180,152,84.44,False,Stable
S102640,2019-20,180,119,66.11,True,Stable
S102641,2020-21,180,81,45.0,True,Improving
S102642,2022-23,180,148,82.22,False,Improving
S102643,2020-21,180,165,91.67,False,Stable
S102644,2021-22,180,105,58.33,True,Declining
S102645,2019-20,180,112,62.22,True,Stable
S102646,2021-22,180,78,43.33,True,Improving
S102647,2019-20,180,108,60.0,True,Improving
S102648,2022-23,180,139,77.22,False,Improving
S102649,2020-21,180,76,42.22,True,Improving
S102650,2021-22,180,173,96.11,False,Stable
S102651,2022-23,180,86,47.78,True,Improving
S102652,2021-22,180,166,92.22,False,Declining
S102653,2019-20,180,78,43.33,True,Declining
S102654,2021-22,180,166,92.22,False,Stable
S102655,2022-23,180,165,91.67,False,Stable
S102656,2022-23,180,89,49.44,True,Improving
S102657,2020-21,180,137,76.11,False,Stable
S102658,2021-22,180,105,58.33,True,Declining
S102659,2019-20,180,165,91.67,False,Stable
S102660,2021-22,180,123,68.33,True,Improving
S102661,2020-21,180,91,50.56,True,Declining
S102662,2019-20,180,112,62.22,True,Stable
S102663,2019-20,180,82,45.56,True,Stable
S102664,2020-21,180,95,52.78,True,Stable
S102665,2019-20,180,69,38.33,True,Improving
S102666,2022-23,180,118,65.56,True,Stable
S102667,2022-23,180,161,89.44,False,Stable
S102668,2019-20,180,177,98.33,False,Declining
S102669,2021-22,180,88,48.89,True,Improving
S102670,2019-20,180,70,38.89,True,Stable
S102671,2021-22,180,173,96.11,False,Declining
S102672,2020-21,180,97,53.89,True,Improving
S102673,2022-23,180,176,97.78,False,Declining
S102674,2022-23,180,138,76.67,False,Improving
S102675,2020-21,180,91,50.56,True,Improving
S102676,2020-21,180,150,83.33,False,Stable
S102677,2022-23,180,161,89.44,False,Declining
S102678,2020-21,180,111,61.67,True,Improving
S102679,2019-20,180,60,33.33,True,Stable
S102680,2019-20,180,164,91.11,False,Improving
S102681,2021-22,180,73,40.56,True,Improving
S102682,2021-22,180,62,34.44,True,Stable
S102683,2021-22,180,89,49.44,True,Stable
S102684,2019-20,180,90,50.0,True,Improving
S102685,2022-23,180,60,33.33,True,Stable
S102686,2021-22,180,105,58.33,True,Declining
S102687,2019-20,180,73,40.56,True,Improving
S102688,2022-23,180,95,52.78,True,Stable
S102689,2020-21,180,105,58.33,True,Improving
S102690,2019-20,180,114,63.33,True,Stable
S102691,2020-21,180,95,52.78,True,Declining
S102692,2021-22,180,102,56.67,True,Declining
S102693,2022-23,180,175,97.22,False,Improving
S102694,2019-20,180,164,91.11,False,Stable
S102695,2021-22,180,102,56.67,True,Stable
S102696,2021-22,180,74,41.11,True,Declining
S102697,2022-23,180,97,53.89,True,Declining
S102698,2020-21,180,148,82.22,False,Stable
S102699,2021-22,180,103,57.22,True,Declining
S102700,2022-23,180,168,93.33,False,Declining
S102701,2022-23,180,173,96.11,False,Stable
S102702,2019-20,180,114,63.33,True,Stable
S102703,2021-22,180,114,63.33,True,Stable
S102704,2020-21,180,137,76.11,False,Stable
S102705,2020-21,180,147,81.67,False,Stable
S102706,2021-22,180,117,65.0,True,Stable
S102707,2020-21,180,166,92.22,False,Improving
S102708,2022-23,180,116,64.44,True,Declining
S102709,2022-23,180,115,63.89,True,Declining
S102710,2021-22,180,61,33.89,True,Improving
S102711,2020-21,180,174,96.67,False,Declining
S102712,2022-23,180,93,51.67,True,Stable
S102713,2021-22,180,108,60.0,True,Stable
S102714,2022-23,180,123,68.33,True,Stable
S102715,2021-22,180,146,81.11,False,Stable
S102716,2019-20,180,67,37.22,True,Stable
S102717,2019-20,180,128,71.11,True,Declining
S102718,2021-22,180,117,65.0,True,Stable
S102719,2019-20,180,152,84.44,False,Stable
S102720,2019-20,180,102,56.67,True,Stable
S102721,2020-21,180,121,67.22,True,Declining
S102722,2019-20,180,111,61.67,True,Improving
S102723,2020-21,180,92,51.11,True,Stable
S102724,2019-20,180,79,43.89,True,Declining
S102725,2019-20,180,139,77.22,False,Declining
S102726,2022-23,180,160,88.89,False,Declining
S102727,2021-22,180,118,65.56,True,Improving
S102728,2019-20,180,119,66.11,True,Declining
S102729,2021-22,180,122,67.78,True,Declining
S102730,2021-22,180,171,95.0,False,Declining
S102731,2022-23,180,115,63.89,True,Stable
S102732,2021-22,180,96,53.33,True,Improving
S102733,2021-22,180,119,66.11,True,Stable
S102734,2019-20,180,165,91.67,False,Stable
S102735,2022-23,180,164,91.11,False,Stable
S102736,2021-22,180,177,98.33,False,Declining
S102737,2019-20,180,147,81.67,False,Stable
S102738,2022-23,180,110,61.11,True,Improving
S102739,2019-20,180,88,48.89,True,Stable
S102740,2022-23,180,158,87.78,False,Improving
S102741,2022-23,180,68,37.78,True,Improving
S102742,2020-21,180,145,80.56,False,Stable
S102743,2020-21,180,143,79.44,False,Declining
S102744,2020-21,180,99,55.0,True,Declining
S102745,2021-22,180,127,70.56,True,Stable
S102746,2019-20,180,102,56.67,True,Declining
S102747,2022-23,180,159,88.33,False,Improving
S102748,2019-20,180,135,75.0,False,Declining
S102749,2021-22,180,82,45.56,True,Declining
S102750,2020-21,180,162,90.0,False,Stable
S102751,2020-21,180,67,37.22,True,Improving
S102752,2019-20,180,133,73.89,True,Stable
S102753,2019-20,180,123,68.33,True,Improving
S102754,2022-23,180,82,45.56,True,Stable
S102755,2019-20,180,152,84.44,False,Improving
S102756,2022-23,180,179,99.44,False,Stable
S102757,2022-23,180,168,93.33,False,Improving
S102758,2020-21,180,155,86.11,False,Improving
S102759,2019-20,180,115,63.89,True,Improving
S102760,2020-21,180,73,40.56,True,Improving
S102761,2022-23,180,139,77.22,False,Declining
S102762,2020-21,180,162,90.0,False,Stable
S102763,2020-21,180,171,95.0,False,Stable
S102764,2022-23,180,76,42.22,True,Stable
S102765,2021-22,180,79,43.89,True,Improving
S102766,2021-22,180,174,96.67,False,Stable
S102767,2019-20,180,71,39.44,True,Stable
S102768,2020-21,180,132,73.33,True,Declining
S102769,2019-20,180,131,72.78,True,Stable
S102770,2020-21,180,100,55.56,True,Stable
S102771,2019-20,180,160,88.89,False,Declining
S102772,2019-20,180,144,80.0,False,Declining
S102773,2022-23,180,165,91.67,False,Declining
S102774,2021-22,180,91,50.56,True,Stable
S102775,2021-22,180,96,53.33,True,Improving
S102776,2021-22,180,169,93.89,False,Declining
S102777,2022-23,180,77,42.78,True,Improving
S102778,2021-22,180,88,48.89,True,Stable
S102779,2022-23,180,66,36.67,True,Stable
S102780,2020-21,180,99,55.0,True,Stable
S102781,2022-23,180,160,88.89,False,Declining
S102782,2019-20,180,179,99.44,False,Improving
S102783,2019-20,180,65,36.11,True,Declining
S102784,2020-21,180,79,43.89,True,Improving
S102785,2020-21,180,114,63.33,True,Improving
S102786,2019-20,180,115,63.89,True,Stable
S102787,2021-22,180,132,73.33,True,Declining
S102788,2021-22,180,112,62.22,True,Stable
S102789,2021-22,180,132,73.33,True,Stable
S102790,2020-21,180,131,72.78,True,Stable
S102791,2019-20,180,140,77.78,False,Improving
S102792,2022-23,180,147,81.67,False,Stable
S102793,2020-21,180,163,90.56,False,Stable
S102794,2019-20,180,146,81.11,False,Declining
S102795,2021-22,180,92,51.11,True,Improving
S102796,2021-22,180,81,45.0,True,Stable
S102797,2021-22,180,109,60.56,True,Stable
S102798,2019-20,180,170,94.44,False,Stable
S102799,2021-22,180,145,80.56,False,Stable
S102800,2019-20,180,86,47.78,True,Stable
S102801,2020-21,180,107,59.44,True,Improving
S102802,2022-23,180,125,69.44,True,Declining
S102803,2021-22,180,154,85.56,False,Stable
S102804,2020-21,180,72,40.0,True,Stable
S102805,2020-21,180,61,33.89,True,Stable
S102806,2019-20,180,105,58.33,True,Stable
S102807,2020-21,180,130,72.22,True,Declining
S102808,2019-20,180,70,38.89,True,Stable
S102809,2019-20,180,170,94.44,False,Improving
S102810,2020-21,180,85,47.22,True,Stable
S102811,2019-20,180,122,67.78,True,Improving
S102812,2019-20,180,108,60.0,True,Stable
S102813,2019-20,180,122,67.78,True,Stable
S102814,2020-21,180,80,44.44,True,Improving
S102815,2022-23,180,108,60.0,True,Declining
S102816,2019-20,180,138,76.67,False,Improving
S102817,2021-22,180,139,77.22,False,Declining
S102818,2020-21,180,68,37.78,True,Improving
S102819,2020-21,180,80,44.44,True,Declining
S102820,2019-20,180,112,62.22,True,Stable
S102821,2020-21,180,175,97.22,False,Improving
S102822,2021-22,180,174,96.67,False,Improving
S102823,2022-23,180,179,99.44,False,Improving
S102824,2020-21,180,114,63.33,True,Improving
S102825,2020-21,180,100,55.56,True,Improving
S102826,2020-21,180,65,36.11,True,Stable
S102827,2019-20,180,60,33.33,True,Improving
S102828,2021-22,180,154,85.56,False,Stable
S102829,2022-23,180,123,68.33,True,Stable
S102830,2021-22,180,64,35.56,True,Stable
S102831,2021-22,180,160,88.89,False,Improving
S102832,2020-21,180,178,98.89,False,Declining
S102833,2022-23,180,85,47.22,True,Stable
S102834,2021-22,180,60,33.33,True,Stable
S102835,2022-23,180,60,33.33,True,Improving
S102836,2019-20,180,152,84.44,False,Stable
S102837,2020-21,180,145,80.56,False,Stable
S102838,2019-20,180,97,53.89,True,Declining
S102839,2022-23,180,100,55.56,True,Declining
S102840,2020-21,180,142,78.89,False,Stable
S102841,2019-20,180,87,48.33,True,Declining
S102842,2020-21,180,64,35.56,True,Stable
S102843,2019-20,180,80,44.44,True,Improving
S102844,2021-22,180,172,95.56,False,Declining
S102845,2020-21,180,122,67.78,True,Improving
S102846,2022-23,180,145,80.56,False,Stable
S102847,2020-21,180,143,79.44,False,Improving
S102848,2022-23,180,71,39.44,True,Stable
S102849,2019-20,180,65,36.11,True,Stable
S102850,2019-20,180,88,48.89,True,Stable
S102851,2022-23,180,168,93.33,False,Stable
S102852,2019-20,180,179,99.44,False,Stable
S102853,2020-21,180,163,90.56,False,Declining
S102854,2019-20,180,120,66.67,True,Stable
S102855,2022-23,180,94,52.22,True,Declining
S102856,2022-23,180,134,74.44,True,Declining
S102857,2021-22,180,111,61.67,True,Improving
S102858,2022-23,180,92,51.11,True,Declining
S102859,2019-20,180,84,46.67,True,Stable
S102860,2022-23,180,73,40.56,True,Improving
S102861,2019-20,180,152,84.44,False,Improving
S102862,2019-20,180,112,62.22,True,Declining
S102863,2021-22,180,120,66.67,True,Improving
S102864,2019-20,180,179,99.44,False,Improving
S102865,2022-23,180,72,40.0,True,Stable
S102866,2022-23,180,74,41.11,True,Stable
S102867,2022-23,180,114,63.33,True,Stable
S102868,2019-20,180,112,62.22,True,Improving
S102869,2022-23,180,131,72.78,True,Improving
S102870,2020-21,180,106,58.89,True,Stable
S102871,2020-21,180,104,57.78,True,Stable
S102872,2022-23,180,156,86.67,False,Declining
S102873,2019-20,180,134,74.44,True,Stable
S102874,2022-23,180,123,68.33,True,Declining
S102875,2020-21,180,175,97.22,False,Improving
S102876,2019-20,180,74,41.11,True,Stable
S102877,2022-23,180,80,44.44,True,Stable
S102878,2019-20,180,95,52.78,True,Declining
S102879,2022-23,180,129,71.67,True,Declining
S102880,2021-22,180,84,46.67,True,Stable
S102881,2019-20,180,103,57.22,True,Stable
S102882,2020-21,180,60,33.33,True,Declining
S102883,2020-21,180,101,56.11,True,Improving
S102884,2020-21,180,118,65.56,True,Improving
S102885,2020-21,180,173,96.11,False,Stable
S102886,2022-23,180,92,51.11,True,Improving
S102887,2022-23,180,162,90.0,False,Stable
S102888,2019-20,180,91,50.56,True,Declining
S102889,2021-22,180,125,69.44,True,Stable
S102890,2021-22,180,84,46.67,True,Declining
S102891,2019-20,180,99,55.0,True,Improving
S102892,2020-21,180,117,65.0,True,Stable
S102893,2021-22,180,156,86.67,False,Improving
S102894,2021-22,180,174,96.67,False,Stable
S102895,2019-20,180,161,89.44,False,Improving
S102896,2020-21,180,134,74.44,True,Declining
S102897,2022-23,180,123,68.33,True,Stable
S102898,2022-23,180,78,43.33,True,Stable
S102899,2021-22,180,148,82.22,False,Improving
S102900,2022-23,180,87,48.33,True,Improving
S102901,2019-20,180,133,73.89,True,Stable
S102902,2021-22,180,154,85.56,False,Declining
S102903,2021-22,180,139,77.22,False,Stable
S102904,2020-21,180,171,95.0,False,Stable
S102905,2022-23,180,101,56.11,True,Declining
S102906,2020-21,180,141,78.33,False,Improving
S102907,2021-22,180,145,80.56,False,Stable
S102908,2022-23,180,109,60.56,True,Stable
S102909,2020-21,180,158,87.78,False,Improving
S102910,2022-23,180,135,75.0,False,Declining
S102911,2021-22,180,165,91.67,False,Stable
S102912,2021-22,180,151,83.89,False,Improving
S102913,2021-22,180,107,59.44,True,Improving
S102914,2019-20,180,116,64.44,True,Stable
S102915,2020-21,180,68,37.78,True,Stable
S102916,2020-21,180,89,49.44,True,Declining
S102917,2021-22,180,77,42.78,True,Stable
S102918,2020-21,180,104,57.78,True,Stable
S102919,2021-22,180,147,81.67,False,Improving
S102920,2020-21,180,169,93.89,False,Improving
S102921,2022-23,180,142,78.89,False,Stable
S102922,2020-21,180,137,76.11,False,Declining
S102923,2021-22,180,125,69.44,True,Stable
S102924,2020-21,180,70,38.89,True,Stable
S102925,2022-23,180,149,82.78,False,Stable
S102926,2022-23,180,131,72.78,True,Stable
S102927,2022-23,180,126,70.0,True,Improving
S102928,2021-22,180,74,41.11,True,Declining
S102929,2019-20,180,168,93.33,False,Stable
S102930,2021-22,180,99,55.0,True,Stable
S102931,2022-23,180,72,40.0,True,Stable
S102932,2020-21,180,139,77.22,False,Improving
S102933,2022-23,180,145,80.56,False,Stable
S102934,2019-20,180,92,51.11,True,Stable
S102935,2019-20,180,61,33.89,True,Improving
S102936,2022-23,180,168,93.33,False,Declining
S102937,2021-22,180,152,84.44,False,Stable
S102938,2019-20,180,169,93.89,False,Declining
S102939,2022-23,180,93,51.67,True,Declining
S102940,2021-22,180,75,41.67,True,Stable
S102941,2020-21,180,73,40.56,True,Improving
S102942,2021-22,180,162,90.0,False,Declining
S102943,2019-20,180,177,98.33,False,Stable
S102944,2021-22,180,105,58.33,True,Stable
S102945,2021-22,180,109,60.56,True,Improving
S102946,2020-21,180,172,95.56,False,Stable
S102947,2022-23,180,64,35.56,True,Stable
S102948,2021-22,180,102,56.67,True,Stable
S102949,2020-21,180,77,42.78,True,Declining
S102950,2019-20,180,107,59.44,True,Stable
S102951,2022-23,180,123,68.33,True,Stable
S102952,2019-20,180,85,47.22,True,Stable
S102953,2022-23,180,133,73.89,True,Improving
S102954,2021-22,180,129,71.67,True,Declining
S102955,2021-22,180,73,40.56,True,Stable
S102956,2022-23,180,125,69.44,True,Declining
S102957,2019-20,180,120,66.67,True,Stable
S102958,2019-20,180,150,83.33,False,Stable
S102959,2019-20,180,132,73.33,True,Stable
S102960,2021-22,180,136,75.56,False,Declining
S102961,2022-23,180,80,44.44,True,Stable
S102962,2022-23,180,114,63.33,True,Stable
S102963,2019-20,180,175,97.22,False,Improving
S102964,2021-22,180,167,92.78,False,Declining
S102965,2022-23,180,61,33.89,True,Stable
S102966,2022-23,180,62,34.44,True,Stable
S102967,2019-20,180,72,40.0,True,Improving
S102968,2019-20,180,80,44.44,True,Stable
S102969,2022-23,180,92,51.11,True,Stable
S102970,2021-22,180,79,43.89,True,Improving
S102971,2020-21,180,159,88.33,False,Declining
S102972,2022-23,180,77,42.78,True,Stable
S102973,2022-23,180,148,82.22,False,Declining
S102974,2021-22,180,168,93.33,False,Stable
S102975,2022-23,180,97,53.89,True,Improving
S102976,2020-21,180,84,46.67,True,Stable
S102977,2021-22,180,97,53.89,True,Stable
S102978,2020-21,180,74,41.11,True,Stable
S102979,2020-21,180,173,96.11,False,Stable
S102980,2022-23,180,140,77.78,False,Declining
S102981,2020-21,180,169,93.89,False,Improving
S102982,2022-23,180,159,88.33,False,Declining
S102983,2022-23,180,88,48.89,True,Stable
S102984,2021-22,180,156,86.67,False,Stable
S102985,2021-22,180,123,68.33,True,Improving
S102986,2021-22,180,91,50.56,True,Stable
S102987,2022-23,180,131,72.78,True,Declining
S102988,2020-21,180,102,56.67,True,Declining
S102989,2020-21,180,72,40.0,True,Stable
S102990,2021-22,180,140,77.78,False,Stable
S102991,2021-22,180,144,80.0,False,Improving
S102992,2022-23,180,137,76.11,False,Declining
S102993,2019-20,180,84,46.67,True,Stable
S102994,2019-20,180,108,60.0,True,Declining
S102995,2022-23,180,175,97.22,False,Stable
S102996,2019-20,180,147,81.67,False,Improving
S102997,2019-20,180,179,99.44,False,Stable
S102998,2019-20,180,156,86.67,False,Stable
S102999,2021-22,180,67,37.22,True,Stable
S103000,2020-21,180,87,48.33,True,Improving
S103001,2020-21,180,142,78.89,False,Declining
S103002,2021-22,180,70,38.89,True,Improving
S103003,2021-22,180,114,63.33,True,Declining
S103004,2021-22,180,69,38.33,True,Improving
S103005,2019-20,180,118,65.56,True,Declining
S103006,2022-23,180,124,68.89,True,Declining
S103007,2022-23,180,64,35.56,True,Stable
S103008,2019-20,180,139,77.22,False,Declining
S103009,2019-20,180,143,79.44,False,Declining
S103010,2021-22,180,79,43.89,True,Improving
S103011,2021-22,180,151,83.89,False,Declining
S103012,2020-21,180,64,35.56,True,Improving
S103013,2021-22,180,171,95.0,False,Improving
S103014,2019-20,180,126,70.0,True,Stable
S103015,2020-21,180,89,49.44,True,Improving
S103016,2021-22,180,146,81.11,False,Improving
S103017,2020-21,180,93,51.67,True,Declining
S103018,2020-21,180,172,95.56,False,Declining
S103019,2021-22,180,177,98.33,False,Declining
S103020,2022-23,180,151,83.89,False,Stable
S103021,2019-20,180,60,33.33,True,Declining
S103022,2019-20,180,171,95.0,False,Improving
S103023,2020-21,180,86,47.78,True,Declining
S103024,2022-23,180,178,98.89,False,Stable
S103025,2022-23,180,179,99.44,False,Declining
S103026,2021-22,180,122,67.78,True,Stable
S103027,2021-22,180,93,51.67,True,Declining
S103028,2019-20,180,154,85.56,False,Declining
S103029,2021-22,180,91,50.56,True,Declining
S103030,2021-22,180,175,97.22,False,Stable
S103031,2020-21,180,130,72.22,True,Declining
S103032,2022-23,180,166,92.22,False,Declining
S103033,2022-23,180,161,89.44,False,Improving
S103034,2021-22,180,157,87.22,False,Stable
S103035,2021-22,180,105,58.33,True,Improving
S103036,2021-22,180,127,70.56,True,Declining
S103037,2019-20,180,142,78.89,False,Improving
S103038,2019-20,180,116,64.44,True,Declining
S103039,2020-21,180,81,45.0,True,Stable
S103040,2019-20,180,88,48.89,True,Improving
S103041,2022-23,180,157,87.22,False,Declining
S103042,2019-20,180,157,87.22,False,Improving
S103043,2022-23,180,104,57.78,True,Stable
S103044,2019-20,180,104,57.78,True,Declining
S103045,2019-20,180,126,70.0,True,Stable
S103046,2020-21,180,80,44.44,True,Stable
S103047,2021-22,180,161,89.44,False,Declining
S103048,2021-22,180,80,44.44,True,Declining
S103049,2021-22,180,119,66.11,True,Improving
S103050,2020-21,180,140,77.78,False,Improving
S103051,2022-23,180,88,48.89,True,Stable
S103052,2019-20,180,92,51.11,True,Stable
S103053,2020-21,180,98,54.44,True,Stable
S103054,2022-23,180,121,67.22,True,Improving
S103055,2020-21,180,149,82.78,False,Stable
S103056,2020-21,180,130,72.22,True,Declining
S103057,2022-23,180,104,57.78,True,Improving
S103058,2021-22,180,117,65.0,True,Improving
S103059,2019-20,180,177,98.33,False,Stable
S103060,2021-22,180,132,73.33,True,Improving
S103061,2020-21,180,141,78.33,False,Stable
S103062,2022-23,180,60,33.33,True,Stable
S103063,2020-21,180,70,38.89,True,Stable
S103064,2021-22,180,177,98.33,False,Stable
S103065,2021-22,180,145,80.56,False,Stable
S103066,2021-22,180,91,50.56,True,Declining
S103067,2019-20,180,166,92.22,False,Declining
S103068,2021-22,180,133,73.89,True,Stable
S103069,2019-20,180,108,60.0,True,Stable
S103070,2019-20,180,150,83.33,False,Improving
S103071,2021-22,180,172,95.56,False,Declining
S103072,2022-23,180,135,75.0,False,Stable
S103073,2020-21,180,89,49.44,True,Improving
S103074,2020-21,180,119,66.11,True,Improving
S103075,2019-20,180,69,38.33,True,Improving
S103076,2019-20,180,135,75.0,False,Improving
S103077,2019-20,180,161,89.44,False,Stable
S103078,2020-21,180,80,44.44,True,Declining
S103079,2019-20,180,150,83.33,False,Declining
S103080,2022-23,180,65,36.11,True,Stable
S103081,2022-23,180,97,53.89,True,Stable
S103082,2019-20,180,175,97.22,False,Stable
S103083,2020-21,180,117,65.0,True,Stable
S103084,2021-22,180,67,37.22,True,Stable
S103085,2020-21,180,160,88.89,False,Improving
S103086,2021-22,180,129,71.67,True,Stable
S103087,2021-22,180,122,67.78,True,Stable
S103088,2019-20,180,93,51.67,True,Improving
S103089,2022-23,180,108,60.0,True,Improving
S103090,2019-20,180,99,55.0,True,Improving
S103091,2021-22,180,145,80.56,False,Stable
S103092,2019-20,180,88,48.89,True,Stable
S103093,2021-22,180,68,37.78,True,Improving
S103094,2019-20,180,80,44.44,True,Improving
S103095,2022-23,180,91,50.56,True,Improving
S103096,2022-23,180,131,72.78,True,Declining
S103097,2020-21,180,114,63.33,True,Stable
S103098,2021-22,180,102,56.67,True,Improving
S103099,2021-22,180,69,38.33,True,Stable
S103100,2019-20,180,108,60.0,True,Improving
S103101,2020-21,180,146,81.11,False,Stable
S103102,2022-23,180,143,79.44,False,Improving
S103103,2019-20,180,72,40.0,True,Declining
S103104,2020-21,180,145,80.56,False,Declining
S103105,2022-23,180,100,55.56,True,Stable
S103106,2019-20,180,138,76.67,False,Declining
S103107,2022-23,180,90,50.0,True,Stable
S103108,2021-22,180,168,93.33,False,Declining
S103109,2020-21,180,91,50.56,True,Stable
S103110,2022-23,180,104,57.78,True,Improving
S103111,2020-21,180,72,40.0,True,Improving
S103112,2019-20,180,84,46.67,True,Improving
S103113,2020-21,180,144,80.0,False,Stable
S103114,2019-20,180,127,70.56,True,Improving
S103115,2020-21,180,177,98.33,False,Stable
S103116,2019-20,180,165,91.67,False,Stable
S103117,2019-20,180,74,41.11,True,Declining
S103118,2019-20,180,123,68.33,True,Stable
S103119,2022-23,180,144,80.0,False,Stable
S103120,2021-22,180,119,66.11,True,Stable
S103121,2020-21,180,165,91.67,False,Declining
S103122,2021-22,180,176,97.78,False,Improving
S103123,2021-22,180,67,37.22,True,Improving
S103124,2021-22,180,154,85.56,False,Declining
S103125,2021-22,180,133,73.89,True,Declining
S103126,2020-21,180,144,80.0,False,Stable
S103127,2020-21,180,76,42.22,True,Stable
S103128,2021-22,180,64,35.56,True,Improving
S103129,2020-21,180,72,40.0,True,Improving
S103130,2020-21,180,80,44.44,True,Declining
S103131,2019-20,180,176,97.78,False,Improving
S103132,2020-21,180,174,96.67,False,Stable
S103133,2022-23,180,103,57.22,True,Declining
S103134,2021-22,180,135,75.0,False,Improving
S103135,2020-21,180,148,82.22,False,Improving
S103136,2021-22,180,112,62.22,True,Stable
S103137,2020-21,180,87,48.33,True,Stable
S103138,2021-22,180,125,69.44,True,Improving
S103139,2022-23,180,80,44.44,True,Improving
S103140,2020-21,180,164,91.11,False,Improving
S103141,2020-21,180,179,99.44,False,Improving
S103142,2022-23,180,145,80.56,False,Improving
S103143,2020-21,180,116,64.44,True,Stable
S103144,2021-22,180,114,63.33,True,Improving
S103145,2022-23,180,61,33.89,True,Declining
S103146,2019-20,180,153,85.0,False,Improving
S103147,2021-22,180,124,68.89,True,Stable
S103148,2020-21,180,169,93.89,False,Stable
S103149,2021-22,180,136,75.56,False,Declining
S103150,2022-23,180,62,34.44,True,Improving
S103151,2020-21,180,118,65.56,True,Improving
S103152,2020-21,180,143,79.44,False,Declining
S103153,2022-23,180,122,67.78,True,Declining
S103154,2019-20,180,64,35.56,True,Improving
S103155,2020-21,180,125,69.44,True,Improving
S103156,2020-21,180,149,82.78,False,Declining
S103157,2020-21,180,176,97.78,False,Improving
S103158,2019-20,180,152,84.44,False,Declining
S103159,2021-22,180,77,42.78,True,Declining
S103160,2019-20,180,68,37.78,True,Improving
S103161,2021-22,180,81,45.0,True,Declining
S103162,2020-21,180,87,48.33,True,Stable
S103163,2021-22,180,119,66.11,True,Declining
S103164,2021-22,180,71,39.44,True,Stable
S103165,2021-22,180,96,53.33,True,Improving
S103166,2021-22,180,141,78.33,False,Declining
S103167,2020-21,180,178,98.89,False,Improving
S103168,2022-23,180,178,98.89,False,Declining
S103169,2019-20,180,157,87.22,False,Stable
S103170,2021-22,180,101,56.11,True,Improving
S103171,2020-21,180,113,62.78,True,Improving
S103172,2020-21,180,101,56.11,True,Declining
S103173,2020-21,180,126,70.0,True,Stable
S103174,2020-21,180,115,63.89,True,Declining
S103175,2021-22,180,105,58.33,True,Improving
S103176,2019-20,180,64,35.56,True,Stable
S103177,2020-21,180,115,63.89,True,Declining
S103178,2019-20,180,82,45.56,True,Improving
S103179,2019-20,180,121,67.22,True,Stable
S103180,2019-20,180,72,40.0,True,Declining
S103181,2022-23,180,118,65.56,True,Stable
S103182,2020-21,180,147,81.67,False,Declining
S103183,2020-21,180,87,48.33,True,Declining
S103184,2020-21,180,140,77.78,False,Stable
S103185,2019-20,180,65,36.11,True,Declining
S103186,2020-21,180,120,66.67,True,Stable
S103187,2020-21,180,120,66.67,True,Stable
S103188,2019-20,180,150,83.33,False,Improving
S103189,2020-21,180,104,57.78,True,Declining
S103190,2021-22,180,152,84.44,False,Declining
S103191,2022-23,180,71,39.44,True,Improving
S103192,2021-22,180,94,52.22,True,Stable
S103193,2021-22,180,121,67.22,True,Stable
S103194,2021-22,180,171,95.0,False,Stable
S103195,2019-20,180,64,35.56,True,Declining
S103196,2020-21,180,125,69.44,True,Improving
S103197,2021-22,180,134,74.44,True,Declining
S103198,2021-22,180,127,70.56,True,Improving
S103199,2020-21,180,145,80.56,False,Stable
S103200,2019-20,180,124,68.89,True,Stable
S103201,2021-22,180,168,93.33,False,Improving
S103202,2020-21,180,173,96.11,False,Stable
S103203,2020-21,180,139,77.22,False,Declining
S103204,2022-23,180,125,69.44,True,Improving
S103205,2021-22,180,100,55.56,True,Improving
S103206,2021-22,180,86,47.78,True,Stable
S103207,2022-23,180,135,75.0,False,Declining
S103208,2020-21,180,64,35.56,True,Declining
S103209,2020-21,180,64,35.56,True,Improving
S103210,2021-22,180,145,80.56,False,Declining
S103211,2021-22,180,72,40.0,True,Stable
S103212,2022-23,180,139,77.22,False,Improving
S103213,2021-22,180,149,82.78,False,Declining
S103214,2021-22,180,174,96.67,False,Improving
S103215,2019-20,180,68,37.78,True,Declining
S103216,2022-23,180,107,59.44,True,Declining
S103217,2020-21,180,91,50.56,True,Stable
S103218,2021-22,180,142,78.89,False,Stable
S103219,2020-21,180,95,52.78,True,Stable
S103220,2021-22,180,151,83.89,False,Improving
S103221,2019-20,180,74,41.11,True,Declining
S103222,2022-23,180,68,37.78,True,Declining
S103223,2022-23,180,75,41.67,True,Stable
S103224,2020-21,180,179,99.44,False,Declining
S103225,2019-20,180,65,36.11,True,Stable
